BRANCH_COUNT,CALL_PAIRS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DESIGN_COMPLEXITY,DESIGN_DENSITY,Defective,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,LANGUAGE,LOC_BLANK,LOC_CODE_AND_COMMENT,LOC_COMMENTS,LOC_EXECUTABLE,LOC_TOTAL,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUMBER_OF_LINES,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,PARAMETER_COUNT,PATHOLOGICAL_COMPLEXITY,PERCENT_COMMENTS,SOFTWARE
15,7,20,9,0.1,10,6,0.67,0,50,1,0.0,0,0.0,47.3,45.77,99082.56,0.72,336,0.02,5504.59,2164.83,0,47,27,28,59,86,0.11,5,10,43,0.06,162,136,200,52,35,1,1,48.25,0
7,1,12,4,0.15,6,1,0.25,0,15,1,0.0,0,0.0,18.87,19.62,7260.95,0.12,77,0.05,403.39,370.17,0,7,11,30,16,27,0.25,3,6,13,0.06,65,34,43,13,15,6,1,71.93,0
23,1,44,12,0.17,22,1,0.08,0,60,1,0.0,0,0.0,79.18,42.02,139798.54,1.11,541,0.02,7766.59,3327.01,0,33,5,95,65,70,0.08,11,22,50,0.06,199,230,311,52,19,4,1,60.61,0
1,1,0,1,0.13,0,1,1.0,0,3,1,0.0,0,0.0,11.58,2.67,82.35,0.01,11,0.38,4.57,30.88,0,3,0,0,8,8,1.0,0,0,4,0.08,12,4,7,3,4,0,1,0.0,0
39,6,70,20,0.18,32,4,0.2,1,97,9,0.42,0,0.0,72.67,51.47,192513.32,1.25,568,0.02,10695.18,3740.26,0,46,20,96,91,111,0.45,19,35,79,0.08,254,250,318,68,28,1,1,56.04,0
5,3,8,3,0.15,4,3,1.0,0,15,1,0.0,0,0.0,38.85,12.28,5856.79,0.16,93,0.08,325.38,477.02,0,5,0,3,20,20,0.33,2,4,14,0.1,29,26,67,18,17,0,1,13.04,0
1,0,0,1,0.17,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,0,0,0,0,6,6,1.0,0,0,2,0.14,7,1,3,1,3,0,1,0.0,0
19,0,36,10,0.16,18,1,0.1,1,38,5,0.44,0,0.0,30.99,33.52,34816.7,0.35,187,0.03,1934.26,1038.71,0,9,6,6,58,64,0.5,9,18,30,0.13,80,83,104,26,21,3,1,17.14,0
29,0,50,15,0.22,22,1,0.07,0,55,9,0.57,0,0.0,50.79,25.26,32401.84,0.43,219,0.04,1800.1,1282.9,0,17,19,53,50,69,0.6,14,25,42,0.11,140,89,130,37,21,2,1,59.02,0
5,0,8,3,0.25,4,1,0.33,0,12,1,0.0,0,0.0,21.83,10.42,2369.07,0.08,51,0.1,131.62,227.43,0,1,0,0,12,12,0.33,2,4,11,0.21,14,25,26,12,10,2,1,0.0,0
33,7,60,17,0.16,28,6,0.35,0,79,7,0.38,0,0.0,56.02,48.06,129374.54,0.9,407,0.02,7187.47,2692.19,0,24,13,55,93,106,0.41,16,30,64,0.09,186,173,234,63,35,1,1,42.24,0
37,6,52,19,0.28,20,13,0.68,0,68,19,1.0,0,0.0,73.61,37.75,104901.75,0.93,422,0.03,5827.87,2778.85,0,24,0,18,69,69,1.0,16,26,51,0.17,112,151,271,64,32,0,1,20.69,0
5,0,8,3,0.18,4,1,0.33,0,10,3,1.0,0,0.0,13.72,10.56,1531.0,0.05,33,0.09,85.06,144.95,0,4,1,0,16,17,1.0,2,4,9,0.14,22,13,20,8,13,2,1,5.88,0
5,0,8,3,0.15,4,1,0.33,0,9,1,0.0,0,0.0,10.03,14.67,2158.18,0.05,36,0.07,119.9,147.15,0,5,0,0,20,20,0.33,2,4,8,0.12,26,16,20,6,11,2,1,0.0,0
28,16,28,17,0.1,12,13,0.76,0,72,10,0.56,0,0.0,133.35,38.57,198396.43,1.71,695,0.03,11022.02,5143.61,0,26,20,119,154,174,0.59,8,14,57,0.05,320,285,410,133,36,1,1,47.44,0
31,3,54,16,0.22,24,7,0.44,0,61,9,0.53,0,0.0,86.16,18.26,28729.02,0.52,255,0.05,1596.06,1573.33,0,6,1,19,72,73,0.56,15,28,47,0.16,99,83,172,50,22,6,1,21.74,0
31,10,34,18,0.13,16,13,0.72,0,72,1,0.0,0,0.0,77.8,40.25,126046.47,1.04,438,0.02,7002.58,3131.59,0,21,13,50,125,138,0.06,9,17,56,0.07,254,168,270,96,46,3,1,33.51,0
1,0,0,1,0.17,0,1,1.0,0,1,1,0.0,0,0.0,16.39,3.5,200.76,0.02,16,0.29,11.15,57.36,0,0,0,4,6,6,1.0,0,0,2,0.09,11,5,11,5,7,0,1,40.0,0
9,2,16,5,0.17,8,2,0.4,0,21,1,0.0,0,0.0,27.4,20.78,11829.84,0.19,111,0.05,657.21,569.35,0,6,0,17,29,29,0.2,4,8,18,0.09,53,44,67,18,17,2,1,36.96,0
5,1,8,3,0.16,4,1,0.33,0,12,1,0.0,0,0.0,35.6,12.89,5919.2,0.15,91,0.08,328.84,459.04,0,8,1,11,18,19,0.33,2,4,11,0.05,57,35,56,19,14,4,1,40.0,0
21,7,36,11,0.2,16,8,0.73,0,53,5,0.4,0,0.0,48.89,26.83,35190.17,0.44,217,0.04,1955.01,1311.63,0,17,0,8,55,55,0.45,10,18,44,0.14,81,88,129,41,25,4,1,12.7,0
5,2,8,3,0.06,4,1,0.33,0,13,1,0.0,0,0.0,59.87,15.65,14671.27,0.31,150,0.06,815.07,937.19,0,14,0,39,47,47,0.33,2,4,12,0.02,121,82,68,55,21,2,1,45.35,0
11,2,20,6,0.18,10,2,0.33,0,25,4,0.6,0,0.0,21.82,22.85,11393.4,0.17,95,0.04,632.97,498.55,0,10,2,14,32,34,0.67,5,10,21,0.1,59,37,58,17,21,1,1,33.33,0
5,4,8,3,0.14,4,3,1.0,0,14,1,0.0,0,0.0,34.56,8.63,2570.73,0.1,62,0.12,142.82,298.06,0,2,0,2,21,21,0.33,2,4,13,0.12,26,23,39,16,12,2,1,8.7,0
3,0,4,2,0.14,2,1,0.5,0,6,1,0.0,0,0.0,12.74,7.86,786.33,0.03,24,0.13,43.68,100.08,0,4,0,1,14,14,0.5,1,2,6,0.1,20,10,14,7,11,3,1,6.67,0
5,6,8,3,0.14,4,3,1.0,0,15,1,0.0,0,0.0,40.4,11.25,5113.63,0.15,86,0.09,284.09,454.54,0,6,0,6,21,21,0.33,2,4,14,0.09,34,36,50,24,15,2,1,22.22,0
5,4,8,3,0.11,4,2,0.67,1,16,1,0.0,0,0.0,36.57,15.24,8490.44,0.19,104,0.07,471.69,557.19,0,9,0,11,28,28,0.33,2,4,15,0.06,49,32,72,21,20,1,1,28.21,0
1,0,0,1,0.1,0,1,1.0,0,1,1,0.0,0,0.0,12.4,5.63,392.28,0.02,22,0.18,21.79,69.74,0,0,0,0,10,10,1.0,0,0,2,0.09,11,9,13,4,5,3,1,0.0,0
1,0,0,1,0.17,0,1,1.0,0,1,1,0.0,0,0.0,12.18,3.0,109.62,0.01,11,0.33,6.09,36.54,0,0,0,0,6,6,1.0,0,0,2,0.14,7,4,7,4,6,0,1,0.0,0
1,0,0,1,0.08,0,1,1.0,0,1,1,0.0,0,0.0,33.12,3.33,368.04,0.04,29,0.3,20.45,110.41,0,0,0,0,12,12,1.0,0,0,2,0.08,13,12,17,9,5,4,1,0.0,0
3,3,4,2,0.11,2,2,1.0,0,9,1,0.0,0,0.0,32.0,11.63,4329.68,0.12,72,0.09,240.54,372.23,0,2,0,9,18,18,0.5,1,2,9,0.07,30,26,46,19,17,1,1,33.33,0
6,5,4,4,0.11,2,4,1.0,0,30,1,0.0,0,0.0,48.31,17.63,15014.65,0.28,156,0.06,834.15,851.67,0,3,2,13,36,38,0.25,1,2,28,0.07,55,56,100,27,17,0,1,29.41,0
58,13,78,32,0.19,36,20,0.63,0,124,7,0.19,0,0.0,151.5,22.73,78244.98,1.15,488,0.04,4346.94,3442.98,0,22,12,33,160,172,0.22,21,39,94,0.14,228,163,325,104,29,3,1,21.95,0
37,12,64,20,0.13,32,18,0.9,1,95,1,0.0,0,0.0,171.78,29.58,150305.78,1.69,702,0.03,8350.32,5081.36,0,10,0,62,149,149,0.05,16,32,77,0.09,222,220,482,119,32,0,1,29.38,0
141,24,238,73,0.16,106,41,0.56,1,303,30,0.4,0,0.0,293.68,43.41,553518.63,4.25,1500,0.02,30751.03,12749.77,0,42,45,339,411,456,0.41,66,119,232,0.13,555,568,932,314,48,7,1,48.3,0
1,0,0,1,0.17,0,1,1.0,0,1,1,0.0,0,0.0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,0,0,0,0,6,6,1.0,0,0,2,0.14,7,2,4,2,4,0,1,0.0,0
1,0,0,1,0.17,0,1,1.0,0,1,1,0.0,0,0.0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,0,0,0,0,6,6,1.0,0,0,2,0.14,7,2,4,2,4,0,1,0.0,0
1,0,0,1,0.17,0,1,1.0,0,1,1,0.0,0,0.0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,0,0,0,0,6,6,1.0,0,0,2,0.14,7,2,4,2,4,0,1,0.0,0
1,0,0,1,0.08,0,1,1.0,0,1,1,0.0,0,0.0,37.64,2.0,150.57,0.03,21,0.5,8.36,75.28,0,0,0,0,12,12,1.0,0,0,2,0.08,13,8,13,8,4,4,1,0.0,0
1,0,0,1,0.08,0,1,1.0,0,1,1,0.0,0,0.0,34.69,2.67,246.7,0.03,25,0.38,13.71,92.51,0,0,0,0,12,12,1.0,0,0,2,0.08,13,12,13,9,4,4,1,0.0,0
1,0,0,1,0.11,0,1,1.0,0,1,1,0.0,0,0.0,34.69,2.67,246.7,0.03,25,0.38,13.71,92.51,0,0,0,0,9,9,1.0,0,0,2,0.1,10,12,13,9,4,0,1,0.0,0
1,0,0,1,0.17,0,1,1.0,0,1,1,0.0,0,0.0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,0,0,0,0,6,6,1.0,0,0,2,0.14,7,2,5,2,5,0,1,0.0,0
1,0,0,1,0.17,0,1,1.0,0,1,1,0.0,0,0.0,11.23,2.0,44.92,0.01,8,0.5,2.5,22.46,0,0,0,0,6,6,1.0,0,0,2,0.14,7,3,5,3,4,0,1,0.0,0
1,0,0,1,0.17,0,1,1.0,0,1,1,0.0,0,0.0,12.85,3.5,157.4,0.01,13,0.29,8.74,44.97,0,0,0,0,6,6,1.0,0,0,2,0.14,7,4,9,4,7,0,1,0.0,0
29,5,54,15,0.12,26,12,0.8,1,76,3,0.14,0,0.0,164.09,23.26,88801.93,1.27,537,0.04,4933.44,3817.28,0,16,3,29,121,124,0.2,14,27,63,0.09,170,221,316,114,24,0,1,20.92,0
1,0,0,1,0.08,0,1,1.0,0,1,1,0.0,0,0.0,33.12,3.33,368.04,0.04,29,0.3,20.45,110.41,0,0,0,0,12,12,1.0,0,0,2,0.08,13,12,17,9,5,4,1,0.0,0
1,0,0,1,0.08,0,1,1.0,0,1,1,0.0,0,0.0,34.69,2.67,246.7,0.03,25,0.38,13.71,92.51,0,0,0,0,12,12,1.0,0,0,2,0.08,13,12,13,9,4,4,1,0.0,0
1,0,0,1,0.17,0,1,1.0,0,1,1,0.0,0,0.0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,0,0,0,0,6,6,1.0,0,0,2,0.14,7,2,4,2,4,0,1,0.0,0
1,0,0,1,0.17,0,1,1.0,0,1,1,0.0,0,0.0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,0,0,0,0,6,6,1.0,0,0,2,0.14,7,2,4,2,4,0,1,0.0,0
1,0,0,1,0.17,0,1,1.0,0,1,1,0.0,0,0.0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,0,0,0,0,6,6,1.0,0,0,2,0.14,7,1,4,1,4,0,1,0.0,0
1,0,0,1,0.17,0,1,1.0,0,1,1,0.0,0,0.0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,0,0,0,0,6,6,1.0,0,0,2,0.14,7,2,5,2,5,0,1,0.0,0
1,0,0,1,0.17,0,1,1.0,0,1,1,0.0,0,0.0,10.8,2.5,67.5,0.01,9,0.4,3.75,27.0,0,0,0,4,6,6,1.0,0,0,2,0.09,11,3,6,3,5,0,1,40.0,0
1,0,0,1,0.17,0,1,1.0,0,1,1,0.0,0,0.0,11.23,2.0,44.92,0.01,8,0.5,2.5,22.46,0,0,0,0,6,6,1.0,0,0,2,0.14,7,3,5,3,4,0,1,0.0,0
1,0,0,1,0.17,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,0,0,0,0,6,6,1.0,0,0,2,0.14,7,1,3,1,3,0,1,0.0,0
3,0,4,2,0.15,2,1,0.5,0,6,1,0.0,0,0.0,21.15,3.5,259.02,0.02,20,0.29,14.39,74.01,0,0,0,0,13,13,0.5,1,2,6,0.14,14,6,14,6,7,0,1,0.0,0
1,0,0,1,0.17,0,1,1.0,0,1,1,0.0,0,0.0,10.57,3.0,95.1,0.01,10,0.33,5.28,31.7,0,0,0,3,6,6,1.0,0,0,2,0.1,10,3,7,3,6,0,1,33.33,0
49,8,90,25,0.16,42,9,0.36,0,117,12,0.46,0,0.0,104.25,54.33,307757.08,1.89,790,0.02,17097.62,5664.24,0,2,33,58,128,161,0.48,24,45,94,0.11,233,326,464,108,36,0,1,41.55,0
9,0,16,5,0.25,8,1,0.2,0,19,1,0.0,0,0.0,13.75,21.0,6065.91,0.1,63,0.05,336.99,288.85,0,4,0,0,20,20,0.2,4,8,16,0.2,25,21,42,8,16,1,1,0.0,0
11,3,14,6,0.21,4,2,0.33,0,18,1,0.0,0,0.0,38.41,13.45,6946.75,0.17,92,0.07,385.93,516.54,0,0,2,20,27,29,0.17,5,7,14,0.12,49,39,53,29,20,0,1,44.9,0
1,0,0,1,0.33,0,1,1.0,0,1,1,0.0,0,0.0,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,0,0,0,16,3,3,1.0,0,0,2,0.05,20,3,5,3,5,0,1,84.21,0
19,4,32,10,0.19,14,7,0.7,0,54,9,0.89,0,0.0,105.02,18.86,37359.42,0.66,318,0.05,2075.52,1980.76,0,8,6,7,47,53,0.9,9,16,46,0.14,69,97,221,54,21,0,1,21.67,0
5,9,8,3,0.17,4,2,0.67,0,18,1,0.0,0,0.0,45.77,7.71,2723.97,0.12,70,0.13,151.33,353.11,0,10,2,18,16,18,0.33,2,4,17,0.04,71,27,43,21,12,1,1,55.56,0
1,2,0,1,0.07,0,1,1.0,0,10,1,0.0,0,0.0,34.23,5.25,943.51,0.06,46,0.19,52.42,179.72,0,5,0,0,15,15,1.0,0,0,11,0.05,21,21,25,10,5,0,1,0.0,0
1,1,0,1,0.08,0,1,1.0,0,2,1,0.0,0,0.0,19.24,15.5,4622.3,0.1,69,0.06,256.79,298.21,0,5,0,6,13,13,1.0,0,0,3,0.04,25,31,38,10,10,0,1,31.58,0
7,4,12,4,0.1,6,4,1.0,0,25,1,0.0,0,0.0,61.36,23.68,34405.27,0.48,247,0.04,1911.4,1453.01,0,15,0,21,41,41,0.25,3,6,23,0.05,78,117,130,42,17,7,1,33.87,0
3,0,4,2,0.12,2,1,0.5,0,6,1,0.0,0,0.0,16.29,9.29,1404.34,0.05,37,0.11,78.02,151.24,0,4,3,0,14,17,0.5,1,2,6,0.09,22,13,24,7,10,2,1,17.65,0
3,0,4,2,0.12,2,1,0.5,0,6,1,0.0,0,0.0,16.29,9.29,1404.34,0.05,37,0.11,78.02,151.24,0,4,3,0,14,17,0.5,1,2,6,0.09,22,13,24,7,10,2,1,17.65,0
5,4,8,3,0.11,4,1,0.33,0,18,1,0.0,0,0.0,61.85,12.04,8964.95,0.25,130,0.08,498.05,744.63,0,12,0,39,27,27,0.33,2,4,17,0.04,79,61,69,38,15,1,1,59.09,0
3,2,4,2,0.07,2,2,1.0,0,8,1,0.0,0,0.0,22.83,23.0,12075.0,0.18,105,0.04,670.83,525.0,0,3,6,6,21,27,0.5,1,2,8,0.04,55,46,59,16,16,2,1,36.36,0
1,1,0,1,0.17,0,1,1.0,0,2,1,0.0,0,0.0,11.52,3.75,161.94,0.01,13,0.27,9.0,43.19,0,1,0,0,6,6,1.0,0,0,3,0.04,25,5,8,4,6,1,1,0.0,0
5,1,6,3,0.19,2,2,0.67,0,7,3,1.0,0,0.0,24.32,7.64,1418.49,0.06,40,0.13,78.8,185.75,0,0,0,5,16,16,1.0,2,3,6,0.14,22,12,28,11,14,4,1,23.81,0
17,3,32,9,0.13,16,3,0.33,0,46,1,0.0,0,0.0,52.18,33.32,57931.89,0.58,292,0.03,3218.44,1738.63,0,10,12,20,55,67,0.11,8,16,39,0.07,138,113,179,39,23,4,1,36.78,0
9,3,16,5,0.16,8,2,0.4,0,24,1,0.0,0,0.0,27.26,22.11,13319.21,0.2,114,0.05,739.96,602.54,0,6,10,22,22,32,0.2,4,8,21,0.08,61,42,72,19,20,7,1,59.26,0
1,0,0,1,0.17,0,1,1.0,0,1,1,0.0,0,0.0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,0,0,0,0,6,6,1.0,0,0,2,0.14,7,2,3,2,3,0,1,0.0,0
1,0,0,1,0.11,0,1,1.0,0,1,1,0.0,0,0.0,27.24,2.29,142.33,0.02,18,0.44,7.91,62.27,0,1,0,0,9,9,1.0,0,0,2,0.09,11,8,10,7,4,1,1,0.0,0
23,10,42,12,0.13,20,6,0.5,1,52,4,0.27,0,0.0,89.42,13.73,16858.82,0.41,201,0.07,936.6,1227.81,0,2,14,78,79,93,0.33,11,21,42,0.07,174,84,117,52,17,7,1,53.8,0
47,2,80,25,0.18,40,24,0.96,0,112,1,0.0,0,0.0,171.89,27.21,127275.78,1.56,625,0.04,7070.88,4677.38,0,6,1,58,138,139,0.04,20,40,89,0.12,204,250,375,147,32,1,1,29.95,0
1,0,0,1,0.09,0,1,1.0,0,1,1,0.0,0,0.0,34.11,2.14,156.61,0.02,22,0.47,8.7,73.08,0,0,0,0,11,11,1.0,0,0,2,0.08,12,10,12,7,3,0,1,0.0,0
7,9,10,4,0.17,4,4,1.0,0,20,1,0.0,0,0.0,34.26,11.57,4586.97,0.13,75,0.09,254.83,396.41,0,0,1,23,23,24,0.25,3,5,18,0.08,48,27,48,21,18,0,1,51.06,0
1,3,0,1,0.06,0,1,1.0,0,5,1,0.0,0,0.0,57.09,3.88,860.54,0.07,49,0.26,47.81,221.65,0,1,0,9,17,17,1.0,0,0,6,0.04,28,22,27,17,6,1,1,34.62,0
19,5,16,13,0.2,8,6,0.46,0,42,1,0.0,0,0.0,66.12,13.9,12780.02,0.31,155,0.07,710.0,919.26,0,0,4,15,60,64,0.08,4,8,31,0.16,80,57,98,41,20,1,1,24.05,0
9,4,16,5,0.15,8,3,0.6,0,20,1,0.0,0,0.0,27.2,13.24,4764.71,0.12,72,0.08,264.71,360.0,0,1,1,0,32,33,0.2,4,8,17,0.14,35,30,42,17,15,0,1,3.03,0
5,5,8,3,0.11,4,3,1.0,0,13,1,0.0,0,0.0,47.22,11.69,6449.49,0.18,103,0.09,358.3,551.83,0,1,0,11,28,28,0.33,2,4,12,0.07,41,33,70,24,17,2,1,28.21,0
7,5,12,4,0.1,6,3,0.75,1,20,3,0.67,0,0.0,56.52,13.19,9840.36,0.25,129,0.08,546.69,745.8,0,1,0,12,41,41,0.75,3,6,18,0.06,68,50,79,36,19,0,1,22.64,0
3,4,4,2,0.11,2,2,1.0,0,8,1,0.0,0,0.0,33.23,9.41,2943.55,0.1,62,0.11,163.53,312.75,0,1,0,3,19,19,0.5,1,2,8,0.08,24,20,42,17,16,2,1,13.64,0
3,4,4,2,0.11,2,2,1.0,0,8,1,0.0,0,0.0,31.71,8.91,2515.03,0.09,57,0.11,139.72,282.39,0,2,0,3,19,19,0.5,1,2,8,0.08,25,19,38,16,15,2,1,13.64,0
7,7,10,4,0.1,4,1,0.25,0,19,3,0.67,0,0.0,60.5,14.75,13163.37,0.3,153,0.07,731.3,892.43,0,2,3,35,38,41,0.75,3,5,17,0.05,79,59,94,38,19,3,1,50.0,0
3,14,4,2,0.05,2,2,1.0,0,19,1,0.0,0,0.0,93.81,15.69,23101.5,0.49,241,0.06,1283.42,1472.15,0,14,0,7,41,41,0.5,1,2,19,0.03,63,96,145,52,17,1,1,14.58,0
3,9,4,2,0.07,2,2,1.0,0,13,1,0.0,0,0.0,58.05,14.68,12512.17,0.28,151,0.07,695.12,852.22,0,5,0,6,30,30,0.5,1,2,13,0.05,42,57,94,33,17,0,1,16.67,0
29,8,56,15,0.1,28,6,0.4,0,74,11,0.71,0,0.0,118.83,46.92,261640.64,1.86,781,0.02,14535.59,5575.99,0,10,2,65,149,151,0.73,14,28,61,0.07,227,333,448,110,31,6,1,31.02,0
3,4,4,2,0.11,2,2,1.0,0,8,1,0.0,0,0.0,31.58,9.5,2850.0,0.1,60,0.11,158.33,300.0,0,0,0,6,19,19,0.5,1,2,8,0.08,26,19,41,16,16,2,1,24.0,0
37,12,60,20,0.13,28,10,0.5,1,104,9,0.42,0,0.0,83.0,51.6,220979.91,1.43,607,0.02,12276.66,4282.56,0,12,23,65,130,153,0.45,16,30,86,0.09,231,258,349,95,38,1,1,40.37,0
15,6,20,9,0.14,10,7,0.78,1,38,1,0.0,0,0.0,45.05,29.27,38588.27,0.44,213,0.03,2143.79,1318.43,0,6,6,7,57,63,0.11,5,10,31,0.12,77,75,138,41,32,7,1,18.57,0
3,4,4,2,0.05,2,2,1.0,0,8,1,0.0,0,0.0,94.81,13.88,18268.21,0.44,210,0.07,1014.9,1316.03,0,1,0,6,42,42,0.5,1,2,8,0.04,50,91,119,59,18,0,1,12.5,0
3,2,4,2,0.1,2,1,0.5,0,7,1,0.0,0,0.0,28.66,11.47,3771.09,0.11,67,0.09,209.5,328.76,0,1,6,13,14,20,0.5,1,2,7,0.06,35,30,37,17,13,1,1,57.58,0
3,5,4,2,0.09,2,2,1.0,0,9,1,0.0,0,0.0,36.77,11.48,4842.06,0.14,81,0.09,269.0,421.97,0,1,0,12,22,22,0.5,1,2,9,0.06,36,27,54,20,17,1,1,35.29,0
5,0,8,3,0.11,4,1,0.33,0,11,1,0.0,0,0.0,54.96,8.31,3793.04,0.15,87,0.12,210.72,456.57,0,0,0,9,27,27,0.33,2,4,10,0.08,37,36,51,26,12,2,1,25.0,0
1,0,0,1,0.13,0,1,1.0,0,1,1,0.0,0,0.0,12.33,7.2,639.44,0.03,24,0.14,35.52,88.81,0,0,0,0,8,8,1.0,0,0,2,0.11,9,9,15,5,8,2,1,0.0,0
1,0,0,1,0.14,0,1,1.0,0,1,1,0.0,0,0.0,13.0,3.0,117.0,0.01,13,0.33,6.5,39.0,0,0,0,0,7,7,1.0,0,0,2,0.13,8,6,7,4,4,1,1,0.0,0
9,0,16,5,0.16,8,1,0.2,0,18,1,0.0,0,0.0,14.28,19.94,5674.43,0.09,67,0.05,315.25,284.61,0,1,1,4,31,32,0.2,4,8,15,0.13,38,29,38,8,11,2,1,13.89,0
1,0,0,1,0.13,0,1,1.0,0,1,1,0.0,0,0.0,8.54,4.67,186.03,0.01,12,0.21,10.33,39.86,0,0,0,3,8,8,1.0,0,0,2,0.08,12,4,8,3,7,2,1,27.27,0
1,0,0,1,0.09,0,1,1.0,0,1,1,0.0,0,0.0,10.71,10.83,1256.67,0.04,29,0.09,69.81,116.0,0,0,0,3,11,11,1.0,0,0,2,0.07,15,13,16,6,10,2,1,21.43,0
1,0,0,1,0.33,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,0,0,0,3,3,3,1.0,0,0,2,0.14,7,0,3,0,3,0,1,50.0,0
1,0,0,1,0.33,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,0,0,0,3,3,3,1.0,0,0,2,0.14,7,0,3,0,3,0,1,50.0,0
1,1,0,1,0.33,0,1,1.0,0,2,1,0.0,0,0.0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,0,0,0,0,3,3,1.0,0,0,3,0.25,4,2,3,2,3,0,1,0.0,0
1,1,0,1,0.25,0,1,1.0,0,2,1,0.0,0,0.0,13.5,2.0,54.0,0.01,9,0.5,3.0,27.0,0,0,0,0,4,4,1.0,0,0,3,0.2,5,4,5,4,4,0,1,0.0,0
1,1,0,1,0.33,0,1,1.0,0,2,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,0,0,0,0,3,3,1.0,0,0,3,0.25,4,1,3,1,3,0,1,0.0,0
1,0,0,1,0.25,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,0,0,0,9,4,4,1.0,0,0,2,0.14,7,0,3,0,3,0,1,69.23,0
19,5,34,10,0.07,16,8,0.8,0,61,8,0.78,0,0.0,124.12,29.01,104460.67,1.2,526,0.03,5803.37,3600.73,0,5,7,39,127,134,0.8,9,17,53,0.06,179,220,306,91,24,18,1,26.59,0
9,3,16,5,0.09,8,5,1.0,1,33,1,0.0,0,0.0,102.23,12.09,14944.77,0.41,211,0.08,830.27,1236.03,0,3,6,4,49,55,0.2,4,8,30,0.08,63,76,135,44,14,8,1,16.95,0
7,4,12,4,0.09,6,4,1.0,0,23,1,0.0,0,0.0,99.18,16.49,26973.57,0.55,261,0.06,1498.53,1635.63,0,13,1,5,45,46,0.25,3,6,21,0.06,65,94,167,57,20,0,1,11.76,0
29,10,56,15,0.13,28,15,1.0,0,76,15,1.0,0,0.0,46.37,57.0,150670.96,0.88,466,0.02,8370.61,2643.35,0,67,27,41,92,119,1.0,14,28,63,0.07,228,192,274,32,19,2,1,42.5,0
7,0,12,4,0.16,6,1,0.25,0,14,4,1.0,0,0.0,24.0,15.38,5680.1,0.12,76,0.07,315.56,369.21,0,9,7,11,18,25,1.0,3,6,12,0.09,46,25,51,13,16,4,1,50.0,0
11,4,20,6,0.13,10,6,1.0,0,30,1,0.0,0,0.0,46.84,21.46,21576.47,0.34,182,0.05,1198.69,1005.29,0,15,9,22,36,45,0.17,5,10,26,0.07,83,61,121,27,19,3,1,46.27,0
1,1,0,1,0.17,0,1,1.0,0,2,1,0.0,0,0.0,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,0,0,1,1,5,6,1.0,0,0,3,0.13,8,3,6,3,6,1,1,28.57,0
5,1,8,3,0.12,4,3,1.0,0,14,1,0.0,0,0.0,24.31,14.06,4807.12,0.11,69,0.07,267.06,341.84,0,6,4,0,22,26,0.33,2,4,13,0.09,33,30,39,16,15,0,1,15.38,0
7,4,12,4,0.1,6,2,0.5,0,19,1,0.0,0,0.0,45.35,25.34,29117.23,0.38,193,0.04,1617.62,1149.16,0,21,10,22,30,40,0.25,3,6,17,0.05,84,75,118,37,25,2,1,51.61,0
1,0,0,1,0.17,0,1,1.0,0,1,1,0.0,0,0.0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,0,2,1,1,5,6,1.0,0,0,2,0.1,10,2,3,2,3,1,1,28.57,0
