Halstead_b,Halstead_d,Halstead_e,Halstead_i,Halstead_l,Halstead_lOBlank,Halstead_lOCode,Halstead_lOComment,Halstead_n,Halstead_t,Halstead_v,McCabe_ev(g),McCabe_iv(g),McCabe_loc,McCabe_v(g),SOFTWARE,branchCount,defects,locCodeAndComment,total_Op,total_Opnd,uniq_Op,uniq_Opnd
0.07,3.88,860.54,57.09,0.26,1,0,9,49.0,47.81,221.65,1.0,1.0,17.0,1.0,0,1.0,0,0,27.0,22.0,6.0,17.0
0.31,13.9,12780.02,66.12,0.07,0,4,15,155.0,710.0,919.26,1.0,6.0,60.0,13.0,0,19.0,0,0,98.0,57.0,20.0,41.0
0.12,13.24,4764.71,27.2,0.08,1,1,0,72.0,264.71,360.0,1.0,3.0,32.0,5.0,0,9.0,0,0,42.0,30.0,15.0,17.0
0.05,10.56,1531.0,13.72,0.09,4,1,0,33.0,85.06,144.95,3.0,1.0,16.0,3.0,0,5.0,0,0,20.0,13.0,13.0,8.0
0.44,13.88,18268.21,94.81,0.07,1,0,6,210.0,1014.9,1316.03,1.0,2.0,42.0,2.0,0,3.0,0,0,119.0,91.0,18.0,59.0
0.01,2.0,44.92,11.23,0.5,0,0,0,8.0,2.5,22.46,1.0,1.0,6.0,1.0,0,1.0,0,0,5.0,3.0,4.0,3.0
0.11,11.47,3771.09,28.66,0.09,1,6,13,67.0,209.5,328.76,1.0,1.0,14.0,2.0,0,3.0,0,0,37.0,30.0,13.0,17.0
0.15,8.31,3793.04,54.96,0.12,0,0,9,87.0,210.72,456.57,1.0,1.0,27.0,3.0,0,5.0,0,0,51.0,36.0,12.0,26.0
0.03,7.2,639.44,12.33,0.14,0,0,0,24.0,35.52,88.81,1.0,1.0,8.0,1.0,0,1.0,0,0,15.0,9.0,8.0,5.0
0.01,3.0,117.0,13.0,0.33,0,0,0,13.0,6.5,39.0,1.0,1.0,7.0,1.0,0,1.0,0,0,7.0,6.0,4.0,4.0
0.09,19.94,5674.43,14.28,0.05,1,1,4,67.0,315.25,284.61,1.0,1.0,31.0,5.0,0,9.0,0,0,38.0,29.0,11.0,8.0
0.01,4.67,186.03,8.54,0.21,0,0,3,12.0,10.33,39.86,1.0,1.0,8.0,1.0,0,1.0,0,0,8.0,4.0,7.0,3.0
0.04,10.83,1256.67,10.71,0.09,0,0,3,29.0,69.81,116.0,1.0,1.0,11.0,1.0,0,1.0,0,0,16.0,13.0,10.0,6.0
0.0,1.5,12.0,5.33,0.67,0,0,0,4.0,0.67,8.0,1.0,1.0,6.0,1.0,0,1.0,0,0,3.0,1.0,3.0,1.0
0.02,3.5,259.02,21.15,0.29,0,0,0,20.0,14.39,74.01,1.0,1.0,13.0,2.0,0,3.0,0,0,14.0,6.0,7.0,6.0
0.01,3.0,95.1,10.57,0.33,0,0,3,10.0,5.28,31.7,1.0,1.0,6.0,1.0,0,1.0,0,0,7.0,3.0,6.0,3.0
0.14,11.48,4842.06,36.77,0.09,1,0,12,81.0,269.0,421.97,1.0,2.0,22.0,2.0,0,3.0,0,0,54.0,27.0,17.0,20.0
0.17,25.33,12888.24,20.08,0.04,5,0,9,100.0,716.01,508.75,5.0,2.0,29.0,7.0,0,13.0,0,0,60.0,40.0,19.0,15.0
0.12,20.22,7409.59,18.12,0.05,3,0,2,81.0,411.64,366.41,1.0,1.0,9.0,1.0,0,1.0,0,0,55.0,26.0,14.0,9.0
0.23,24.37,16447.5,27.7,0.04,4,0,3,135.0,913.75,675.0,4.0,1.0,16.0,4.0,0,7.0,0,0,92.0,43.0,17.0,15.0
0.88,57.0,150670.96,46.37,0.02,67,27,41,466.0,8370.61,2643.35,15.0,15.0,92.0,15.0,0,29.0,0,0,274.0,192.0,19.0,32.0
0.12,15.38,5680.1,24.0,0.07,9,7,11,76.0,315.56,369.21,4.0,1.0,18.0,4.0,0,7.0,0,0,51.0,25.0,16.0,13.0
0.34,21.46,21576.47,46.84,0.05,15,9,22,182.0,1198.69,1005.29,1.0,6.0,36.0,6.0,0,11.0,0,0,121.0,61.0,19.0,27.0
0.01,3.0,85.59,9.51,0.33,0,1,1,9.0,4.75,28.53,1.0,1.0,5.0,1.0,0,1.0,0,0,6.0,3.0,6.0,3.0
0.11,14.06,4807.12,24.31,0.07,6,4,0,69.0,267.06,341.84,1.0,3.0,22.0,3.0,0,5.0,0,0,39.0,30.0,15.0,16.0
0.01,2.5,45.24,7.24,0.4,0,0,0,7.0,2.51,18.09,1.0,1.0,3.0,1.0,0,1.0,0,0,6.0,1.0,5.0,1.0
0.04,12.0,1265.83,8.79,0.08,1,0,0,27.0,70.32,105.49,1.0,1.0,7.0,2.0,0,3.0,0,0,15.0,12.0,10.0,5.0
0.02,4.38,211.89,11.07,0.23,0,0,0,14.0,11.77,48.43,1.0,1.0,3.0,1.0,0,1.0,0,0,9.0,5.0,7.0,4.0
0.04,4.88,538.26,22.65,0.21,0,0,0,29.0,29.9,110.41,1.0,1.0,7.0,1.0,0,1.0,0,0,16.0,13.0,6.0,8.0
0.06,14.14,2417.96,12.09,0.07,1,0,0,41.0,134.33,170.97,1.0,1.0,9.0,3.0,0,5.0,0,0,23.0,18.0,11.0,7.0
0.07,14.67,3156.61,14.67,0.07,1,0,0,49.0,175.37,215.22,1.0,1.0,11.0,3.0,0,5.0,0,0,27.0,22.0,12.0,9.0
0.01,3.0,117.0,13.0,0.33,0,0,0,13.0,6.5,39.0,1.0,1.0,4.0,1.0,0,1.0,0,0,7.0,6.0,4.0,4.0
0.01,2.5,49.13,7.86,0.4,0,0,0,7.0,2.73,19.65,1.0,1.0,3.0,1.0,0,1.0,0,0,5.0,2.0,5.0,2.0
0.38,25.34,29117.23,45.35,0.04,21,10,22,193.0,1617.62,1149.16,1.0,2.0,30.0,4.0,0,7.0,0,0,118.0,75.0,25.0,37.0
0.0,1.5,17.41,7.74,0.67,2,1,1,5.0,0.97,11.61,1.0,1.0,5.0,1.0,0,1.0,0,0,3.0,2.0,3.0,2.0
0.2,25.89,15315.78,22.84,0.04,9,6,10,109.0,850.88,591.46,1.0,2.0,16.0,4.0,0,7.0,0,0,68.0,41.0,24.0,19.0
0.0,1.5,17.41,7.74,0.67,2,1,1,5.0,0.97,11.61,1.0,1.0,5.0,1.0,0,1.0,0,0,3.0,2.0,3.0,2.0
0.2,25.89,15315.78,22.84,0.04,10,7,10,109.0,850.88,591.46,1.0,2.0,15.0,4.0,0,7.0,0,0,68.0,41.0,24.0,19.0
0.87,31.3,81653.73,83.37,0.03,46,35,31,399.0,4536.32,2609.12,1.0,8.0,40.0,10.0,0,19.0,0,0,246.0,153.0,27.0,66.0
0.0,1.5,17.41,7.74,0.67,2,1,1,5.0,0.97,11.61,1.0,1.0,5.0,1.0,0,1.0,0,0,3.0,2.0,3.0,2.0
0.0,1.5,17.41,7.74,0.67,2,1,1,5.0,0.97,11.61,1.0,1.0,5.0,1.0,0,1.0,0,0,3.0,2.0,3.0,2.0
0.17,15.21,7863.73,33.99,0.07,8,8,14,100.0,436.87,516.99,1.0,1.0,12.0,2.0,0,3.0,0,0,66.0,34.0,17.0,19.0
0.01,2.0,31.02,7.75,0.5,1,1,7,6.0,1.72,15.51,1.0,1.0,5.0,1.0,0,1.0,0,0,4.0,2.0,4.0,2.0
0.83,34.84,86774.3,71.49,0.03,33,18,28,380.0,4820.79,2490.74,1.0,4.0,44.0,6.0,0,11.0,0,0,245.0,135.0,32.0,62.0
0.24,16.56,12163.87,44.36,0.06,10,5,0,141.0,675.77,734.53,1.0,5.0,31.0,5.0,0,9.0,0,0,72.0,69.0,12.0,25.0
0.17,19.95,10047.02,25.24,0.05,25,11,21,94.0,558.17,503.61,1.0,3.0,22.0,6.0,0,11.0,0,0,56.0,38.0,21.0,20.0
0.22,14.44,9617.77,46.13,0.07,9,2,13,122.0,534.32,666.05,1.0,4.0,20.0,4.0,0,7.0,0,0,84.0,38.0,19.0,25.0
0.27,14.9,11951.03,53.81,0.07,20,4,16,140.0,663.95,801.91,3.0,5.0,27.0,6.0,0,11.0,0,0,98.0,42.0,22.0,31.0
0.04,5.0,605.07,24.2,0.2,3,3,3,28.0,33.61,121.01,1.0,1.0,6.0,1.0,0,1.0,0,0,18.0,10.0,10.0,10.0
0.25,15.45,11735.7,49.18,0.06,10,2,4,140.0,651.98,759.68,1.0,2.0,25.0,2.0,0,3.0,0,0,76.0,64.0,14.0,29.0
0.07,9.8,2021.97,21.05,0.1,6,5,4,45.0,112.33,206.32,1.0,1.0,10.0,2.0,0,3.0,0,0,31.0,14.0,14.0,10.0
0.07,9.8,2021.97,21.05,0.1,6,5,4,45.0,112.33,206.32,1.0,1.0,10.0,2.0,0,3.0,0,0,31.0,14.0,14.0,10.0
0.0,2.0,23.22,5.8,0.5,2,3,3,5.0,1.29,11.61,1.0,1.0,5.0,1.0,0,1.0,0,0,4.0,1.0,4.0,1.0
0.09,8.62,2294.05,30.91,0.12,7,4,8,56.0,127.45,266.27,1.0,2.0,14.0,3.0,0,5.0,0,0,40.0,16.0,14.0,13.0
0.18,11.12,5850.56,47.35,0.09,14,3,12,97.0,325.03,526.35,1.0,4.0,20.0,4.0,0,7.0,0,0,63.0,34.0,17.0,26.0
0.27,14.56,11789.43,55.58,0.07,19,4,18,142.0,654.97,809.46,5.0,5.0,28.0,7.0,0,13.0,0,0,99.0,43.0,21.0,31.0
0.01,3.5,122.04,9.96,0.29,7,0,3,11.0,6.78,34.87,1.0,1.0,3.0,1.0,0,1.0,0,0,9.0,2.0,7.0,2.0
0.6,26.32,47644.35,68.78,0.04,36,21,29,288.0,2646.91,1810.2,5.0,8.0,45.0,12.0,0,23.0,0,0,194.0,94.0,28.0,50.0
0.03,6.19,632.28,16.52,0.16,2,0,2,25.0,35.13,102.19,1.0,2.0,7.0,2.0,0,3.0,0,0,14.0,11.0,9.0,8.0
0.03,6.19,632.28,16.52,0.16,2,0,2,25.0,35.13,102.19,1.0,2.0,7.0,2.0,0,3.0,0,0,14.0,11.0,9.0,8.0
0.03,6.19,632.28,16.52,0.16,2,0,2,25.0,35.13,102.19,1.0,2.0,7.0,2.0,0,3.0,0,0,14.0,11.0,9.0,8.0
0.03,6.19,632.28,16.52,0.16,2,0,2,25.0,35.13,102.19,1.0,2.0,7.0,2.0,0,3.0,0,0,14.0,11.0,9.0,8.0
0.03,6.19,632.28,16.52,0.16,2,0,2,25.0,35.13,102.19,1.0,2.0,7.0,2.0,0,3.0,0,0,14.0,11.0,9.0,8.0
0.03,6.19,632.28,16.52,0.16,2,0,2,25.0,35.13,102.19,1.0,2.0,7.0,2.0,0,3.0,0,0,14.0,11.0,9.0,8.0
0.03,6.19,632.28,16.52,0.16,2,0,2,25.0,35.13,102.19,1.0,2.0,7.0,2.0,0,3.0,0,0,14.0,11.0,9.0,8.0
0.04,12.0,1569.59,10.9,0.08,3,2,2,32.0,87.2,130.8,1.0,1.0,11.0,2.0,0,3.0,0,0,22.0,10.0,12.0,5.0
0.07,12.0,2489.43,17.29,0.08,3,2,2,48.0,138.3,207.45,1.0,1.0,11.0,2.0,0,3.0,0,0,32.0,16.0,12.0,8.0
0.16,13.74,6655.21,35.27,0.07,9,14,22,93.0,369.73,484.48,4.0,6.0,27.0,8.0,0,15.0,0,0,64.0,29.0,18.0,19.0
0.03,6.67,693.33,15.6,0.15,5,4,12,26.0,38.52,104.0,1.0,2.0,10.0,2.0,0,3.0,0,0,18.0,8.0,10.0,6.0
0.04,8.25,910.48,13.38,0.12,1,3,3,27.0,50.58,110.36,1.0,1.0,9.0,2.0,0,3.0,0,0,18.0,9.0,11.0,6.0
0.06,9.17,1703.56,20.27,0.11,1,3,3,43.0,94.64,185.84,1.0,1.0,9.0,2.0,0,3.0,0,0,28.0,15.0,11.0,9.0
0.05,14.67,2158.18,10.03,0.07,5,0,0,36.0,119.9,147.15,1.0,1.0,20.0,3.0,0,5.0,0,0,20.0,16.0,11.0,6.0
1.14,27.25,93428.15,125.84,0.04,49,6,57,486.0,5190.45,3428.87,10.0,7.0,98.0,10.0,0,19.0,0,0,314.0,172.0,32.0,101.0
1.86,22.99,128457.87,243.12,0.04,77,20,56,750.0,7136.55,5588.41,15.0,24.0,172.0,25.0,0,49.0,0,0,498.0,252.0,27.0,148.0
0.07,5.65,1221.78,38.22,0.18,2,0,0,50.0,67.88,216.1,1.0,1.0,6.0,1.0,0,1.0,0,0,29.0,21.0,7.0,13.0
0.54,19.2,31093.83,84.37,0.05,31,1,29,267.0,1727.43,1619.65,1.0,4.0,43.0,4.0,0,7.0,0,0,170.0,97.0,19.0,48.0
0.31,24.18,22153.96,37.89,0.04,34,11,31,171.0,1230.78,916.14,1.0,2.0,36.0,2.0,0,3.0,0,0,115.0,56.0,19.0,22.0
0.16,9.48,4476.07,49.79,0.11,14,11,5,87.0,248.67,472.09,1.0,3.0,21.0,4.0,0,7.0,0,0,55.0,32.0,16.0,27.0
0.03,5.14,473.14,17.89,0.19,2,2,7,23.0,26.29,92.0,1.0,1.0,6.0,1.0,0,1.0,0,0,15.0,8.0,9.0,7.0
0.02,4.5,233.13,11.51,0.22,1,2,0,14.0,12.95,51.81,1.0,1.0,5.0,1.0,0,1.0,0,0,10.0,4.0,9.0,4.0
0.02,4.5,239.86,11.85,0.22,1,3,0,14.0,13.33,53.3,1.0,1.0,5.0,1.0,0,1.0,0,0,9.0,5.0,9.0,5.0
0.05,8.13,1321.34,20.02,0.12,5,5,0,39.0,73.41,162.63,1.0,1.0,8.0,1.0,0,1.0,0,0,26.0,13.0,10.0,8.0
0.05,6.75,965.66,21.19,0.15,4,6,0,35.0,53.65,143.06,1.0,1.0,6.0,1.0,0,1.0,0,0,23.0,12.0,9.0,8.0
0.16,19.41,9202.35,24.42,0.05,5,1,1,91.0,511.24,474.06,1.0,2.0,16.0,4.0,0,7.0,0,0,58.0,33.0,20.0,17.0
0.06,10.4,1740.67,16.09,0.1,4,0,7,37.0,96.7,167.37,1.0,3.0,14.0,3.0,0,5.0,0,0,21.0,16.0,13.0,10.0
1.1,48.79,160516.7,67.42,0.02,39,6,51,492.0,8917.59,3289.76,9.0,9.0,88.0,19.0,0,37.0,0,0,285.0,207.0,33.0,70.0
0.3,18.53,16907.83,49.27,0.05,18,7,6,151.0,939.32,912.7,1.0,3.0,29.0,4.0,0,6.0,0,0,94.0,57.0,26.0,40.0
1.92,73.1,421634.86,78.9,0.01,49,16,37,809.0,23424.16,5767.59,5.0,15.0,60.0,21.0,0,41.0,0,0,490.0,319.0,44.0,96.0
0.74,46.67,103609.98,47.58,0.02,31,12,25,342.0,5756.11,2220.21,3.0,6.0,52.0,10.0,0,19.0,0,0,202.0,140.0,36.0,54.0
0.03,4.5,342.0,16.89,0.22,1,1,0,19.0,19.0,76.0,1.0,1.0,7.0,1.0,0,1.0,0,0,10.0,9.0,8.0,8.0
0.05,5.0,734.73,29.39,0.2,7,2,5,34.0,40.82,146.95,1.0,1.0,8.0,1.0,0,1.0,0,0,19.0,15.0,8.0,12.0
0.17,8.25,4189.34,61.55,0.12,6,3,4,99.0,232.74,507.8,1.0,1.0,20.0,1.0,0,1.0,0,0,63.0,36.0,11.0,24.0
0.24,24.0,16987.59,29.49,0.04,5,7,3,133.0,943.76,707.82,1.0,6.0,29.0,6.0,0,8.0,0,0,85.0,48.0,20.0,20.0
0.04,7.14,817.49,16.02,0.14,2,0,0,28.0,45.42,114.45,1.0,1.0,9.0,1.0,0,1.0,0,0,18.0,10.0,10.0,7.0
0.09,12.0,3172.85,22.03,0.08,1,1,0,55.0,176.27,264.4,4.0,2.0,15.0,4.0,0,7.0,0,0,37.0,18.0,16.0,12.0
0.08,9.5,2277.36,25.23,0.11,7,2,7,51.0,126.52,239.72,1.0,1.0,14.0,2.0,0,3.0,0,0,32.0,19.0,13.0,13.0
0.07,8.03,1732.23,26.81,0.12,1,0,0,47.0,96.24,215.49,1.0,1.0,22.0,3.0,0,4.0,0,0,28.0,19.0,11.0,13.0
0.54,35.45,57670.7,45.89,0.03,17,5,0,262.0,3203.93,1626.88,4.0,3.0,63.0,15.0,0,20.0,0,0,183.0,79.0,35.0,39.0
0.06,7.22,1288.28,24.7,0.14,3,2,1,40.0,71.57,178.38,1.0,1.0,9.0,2.0,0,3.0,0,0,30.0,10.0,13.0,9.0
0.06,7.22,1256.07,24.08,0.14,3,2,0,39.0,69.78,173.92,1.0,1.0,9.0,2.0,0,3.0,0,0,29.0,10.0,13.0,9.0
0.11,13.6,4624.0,25.0,0.07,6,1,1,68.0,256.89,340.0,1.0,2.0,17.0,4.0,0,7.0,0,0,44.0,24.0,17.0,15.0
0.02,4.8,337.48,14.65,0.21,0,0,0,19.0,18.75,70.31,3.0,1.0,9.0,3.0,0,5.0,0,0,13.0,6.0,8.0,5.0
0.1,12.5,3685.04,23.58,0.08,4,4,0,62.0,204.72,294.8,1.0,1.0,10.0,2.0,0,3.0,0,0,42.0,20.0,15.0,12.0
0.0,2.0,23.22,5.8,0.5,0,0,0,5.0,1.29,11.61,1.0,1.0,3.0,1.0,0,1.0,0,0,4.0,1.0,4.0,1.0
0.04,6.43,797.14,19.29,0.16,0,0,0,31.0,44.29,124.0,5.0,1.0,9.0,5.0,0,9.0,0,0,21.0,10.0,9.0,7.0
1.63,64.68,316115.55,75.56,0.02,84,44,76,677.0,17561.98,4887.38,9.0,8.0,101.0,19.0,0,37.0,0,0,413.0,264.0,49.0,100.0
1.23,48.05,177559.52,76.91,0.02,17,28,6,555.0,9864.42,3695.31,1.0,6.0,29.0,8.0,0,15.0,0,0,338.0,217.0,31.0,70.0
0.36,29.45,32187.18,37.1,0.03,16,3,8,185.0,1788.18,1092.77,5.0,4.0,22.0,6.0,0,11.0,0,0,113.0,72.0,27.0,33.0
0.91,27.04,74089.87,101.31,0.04,51,0,14,421.0,4116.1,2739.78,1.0,11.0,106.0,13.0,0,25.0,0,0,229.0,192.0,20.0,71.0
0.15,11.25,5113.63,40.4,0.09,6,0,6,86.0,284.09,454.54,1.0,3.0,21.0,3.0,0,5.0,0,0,50.0,36.0,15.0,24.0
0.05,7.27,1181.93,22.35,0.14,1,0,0,37.0,65.66,162.52,1.0,2.0,10.0,2.0,0,3.0,0,0,21.0,16.0,10.0,11.0
0.24,24.29,17460.6,29.6,0.04,9,4,3,137.0,970.03,718.97,1.0,3.0,17.0,3.0,0,5.0,0,0,77.0,60.0,17.0,21.0
0.11,13.2,4456.28,25.58,0.08,5,4,0,71.0,247.57,337.6,1.0,3.0,13.0,3.0,0,5.0,0,0,38.0,33.0,12.0,15.0
0.0,1.5,17.41,7.74,0.67,1,0,3,5.0,0.97,11.61,1.0,1.0,4.0,1.0,0,1.0,0,0,3.0,2.0,3.0,2.0
0.77,55.62,128629.96,41.58,0.02,15,0,22,384.0,7146.11,2312.59,8.0,6.0,49.0,13.0,0,25.0,0,0,237.0,147.0,28.0,37.0
0.77,55.62,128629.96,41.58,0.02,15,0,22,384.0,7146.11,2312.59,8.0,6.0,49.0,13.0,0,25.0,0,0,237.0,147.0,28.0,37.0
0.76,49.74,113051.62,45.69,0.02,23,1,23,366.0,6280.65,2272.66,9.0,5.0,55.0,14.0,0,27.0,0,0,228.0,138.0,31.0,43.0
0.76,49.74,113051.62,45.69,0.02,23,1,23,366.0,6280.65,2272.66,9.0,5.0,55.0,14.0,0,27.0,0,0,228.0,138.0,31.0,43.0
0.21,23.47,14560.94,26.43,0.04,4,1,10,120.0,808.94,620.39,4.0,2.0,17.0,5.0,0,9.0,0,0,78.0,42.0,19.0,17.0
0.21,23.47,14560.94,26.43,0.04,4,1,10,120.0,808.94,620.39,4.0,2.0,17.0,5.0,0,9.0,0,0,78.0,42.0,19.0,17.0
0.22,23.16,15544.65,28.99,0.04,3,1,5,127.0,863.59,671.25,4.0,2.0,20.0,5.0,0,9.0,0,0,83.0,44.0,20.0,19.0
0.22,23.16,15544.65,28.99,0.04,3,1,5,127.0,863.59,671.25,4.0,2.0,20.0,5.0,0,9.0,0,0,83.0,44.0,20.0,19.0
0.73,76.87,167872.07,28.41,0.01,6,1,12,405.0,9326.23,2183.89,9.0,2.0,30.0,9.0,0,17.0,0,0,278.0,127.0,23.0,19.0
1.06,95.66,305225.84,33.36,0.01,9,1,16,581.0,16956.99,3190.77,15.0,2.0,45.0,15.0,0,29.0,0,0,398.0,183.0,23.0,22.0
0.43,46.0,59779.23,28.25,0.02,7,1,6,241.0,3321.07,1299.55,6.0,2.0,20.0,6.0,0,11.0,0,0,165.0,76.0,23.0,19.0
0.64,38.79,73923.53,49.14,0.03,6,3,8,312.0,4106.85,1905.86,7.0,2.0,41.0,10.0,0,19.0,0,0,205.0,107.0,29.0,40.0
0.42,27.04,33856.01,46.31,0.04,5,0,8,228.0,1880.89,1252.14,8.0,1.0,25.0,8.0,0,15.0,0,0,154.0,74.0,19.0,26.0
0.2,22.11,13319.21,27.26,0.05,6,10,22,114.0,739.96,602.54,1.0,2.0,22.0,5.0,0,9.0,0,0,72.0,42.0,20.0,19.0
0.48,23.68,34405.27,61.36,0.04,15,0,21,247.0,1911.4,1453.01,1.0,4.0,41.0,4.0,0,7.0,0,0,130.0,117.0,17.0,42.0
0.59,24.77,43561.75,71.01,0.04,40,25,13,279.0,2420.1,1758.75,5.0,4.0,48.0,6.0,0,11.0,0,0,172.0,107.0,25.0,54.0
0.12,11.65,4143.37,30.54,0.09,9,0,0,74.0,230.19,355.74,1.0,8.0,24.0,9.0,0,17.0,0,0,38.0,36.0,11.0,17.0
0.16,22.46,10795.37,21.39,0.04,16,0,15,97.0,599.74,480.56,1.0,3.0,25.0,4.0,0,7.0,0,0,60.0,37.0,17.0,14.0
1.74,37.2,194194.61,140.31,0.03,82,6,100,696.0,10788.59,5219.89,15.0,17.0,176.0,23.0,0,43.0,0,0,416.0,280.0,38.0,143.0
0.03,7.0,526.99,10.75,0.14,1,0,0,21.0,29.28,75.28,1.0,2.0,10.0,2.0,0,3.0,0,0,14.0,7.0,8.0,4.0
0.73,28.98,63864.99,76.03,0.03,34,5,26,342.0,3548.06,2203.49,4.0,7.0,66.0,9.0,0,17.0,0,0,206.0,136.0,26.0,61.0
0.25,16.36,12184.85,45.51,0.06,22,9,31,130.0,676.94,744.63,1.0,3.0,32.0,4.0,0,7.0,0,0,76.0,54.0,20.0,33.0
0.12,10.29,3750.81,35.45,0.1,9,0,12,70.0,208.38,364.66,1.0,2.0,18.0,2.0,0,3.0,0,0,43.0,27.0,16.0,21.0
0.01,2.0,39.3,9.83,0.5,2,0,0,7.0,2.18,19.65,1.0,1.0,3.0,1.0,0,1.0,0,0,4.0,3.0,4.0,3.0
0.07,13.82,3022.38,15.83,0.07,12,3,4,46.0,167.91,218.72,3.0,2.0,14.0,3.0,0,5.0,0,0,27.0,19.0,16.0,11.0
0.26,19.35,14882.34,39.73,0.05,14,4,21,133.0,826.8,768.92,3.0,3.0,29.0,4.0,0,7.0,0,0,83.0,50.0,24.0,31.0
0.8,41.38,99929.77,58.36,0.02,38,5,70,372.0,5551.65,2414.97,13.0,7.0,104.0,18.0,0,35.0,0,0,222.0,150.0,32.0,58.0
0.38,21.71,24543.69,52.05,0.05,39,4,58,187.0,1363.54,1130.3,5.0,7.0,68.0,12.0,0,23.0,0,0,111.0,76.0,24.0,42.0
0.01,2.0,36.19,9.05,0.5,2,1,0,7.0,2.0,18.09,1.0,1.0,7.0,1.0,0,1.0,0,0,5.0,2.0,4.0,2.0
0.19,17.86,10140.57,31.79,0.06,19,4,16,104.0,563.36,567.78,1.0,4.0,21.0,4.0,0,7.0,0,0,57.0,47.0,19.0,25.0
0.03,5.0,518.63,20.75,0.2,1,0,0,24.0,28.81,103.73,1.0,1.0,10.0,2.0,0,3.0,0,0,14.0,10.0,10.0,10.0
0.12,9.75,3574.45,37.6,0.1,13,9,7,74.0,198.58,366.61,1.0,3.0,19.0,3.0,0,5.0,0,0,47.0,27.0,13.0,18.0
0.01,3.5,122.04,9.96,0.29,0,0,0,11.0,6.78,34.87,1.0,1.0,7.0,1.0,0,1.0,0,0,9.0,2.0,7.0,2.0
0.01,3.5,127.89,10.44,0.29,0,0,0,11.0,7.11,36.54,1.0,1.0,8.0,1.0,0,1.0,0,0,8.0,3.0,7.0,3.0
0.01,3.0,109.62,12.18,0.33,0,0,0,11.0,6.09,36.54,1.0,1.0,8.0,1.0,0,1.0,0,0,7.0,4.0,6.0,4.0
0.01,3.0,109.62,12.18,0.33,0,0,0,11.0,6.09,36.54,1.0,1.0,8.0,1.0,0,1.0,0,0,7.0,4.0,6.0,4.0
0.09,10.58,2764.2,24.71,0.09,3,0,0,57.0,153.57,261.33,1.0,1.0,19.0,2.0,0,3.0,0,0,32.0,25.0,11.0,13.0
0.03,5.4,472.87,16.21,0.19,6,1,6,23.0,26.27,87.57,1.0,1.0,10.0,2.0,0,3.0,0,0,17.0,6.0,9.0,5.0
0.05,6.25,971.37,24.87,0.16,3,0,1,42.0,53.96,155.42,1.0,1.0,11.0,1.0,0,1.0,0,0,22.0,20.0,5.0,8.0
0.02,5.0,342.66,13.71,0.2,1,0,0,18.0,19.04,68.53,1.0,1.0,9.0,1.0,0,1.0,0,0,14.0,4.0,10.0,4.0
0.01,3.0,99.66,11.07,0.33,0,0,0,10.0,5.54,33.22,1.0,1.0,7.0,1.0,0,1.0,0,0,6.0,4.0,6.0,4.0
0.06,7.0,1342.72,27.4,0.14,2,0,1,46.0,74.6,191.82,1.0,1.0,8.0,1.0,0,1.0,0,0,32.0,14.0,9.0,9.0
0.06,9.63,1717.22,18.54,0.1,3,0,0,42.0,95.4,178.41,1.0,1.0,15.0,2.0,0,3.0,0,0,28.0,14.0,11.0,8.0
0.06,10.56,1809.36,16.21,0.09,6,4,15,39.0,100.52,171.3,1.0,2.0,10.0,2.0,0,3.0,0,0,26.0,13.0,13.0,8.0
0.01,3.0,81.0,9.0,0.33,0,0,0,9.0,4.5,27.0,1.0,1.0,6.0,1.0,0,1.0,0,0,7.0,2.0,6.0,2.0
0.3,18.91,16764.79,46.89,0.05,12,1,16,152.0,931.38,886.6,1.0,6.0,44.0,6.0,0,11.0,0,0,100.0,52.0,24.0,33.0
0.05,6.19,859.9,22.46,0.16,6,0,2,34.0,47.77,138.97,1.0,1.0,8.0,1.0,0,1.0,0,0,23.0,11.0,9.0,8.0
0.1,6.87,2026.77,42.88,0.15,0,0,0,62.0,112.6,294.8,1.0,1.0,15.0,2.0,0,3.0,0,0,42.0,20.0,11.0,16.0
0.04,5.63,689.76,21.8,0.18,0,0,0,30.0,38.32,122.62,1.0,1.0,7.0,1.0,0,1.0,0,0,20.0,10.0,9.0,8.0
0.03,6.0,609.47,16.93,0.17,1,0,0,26.0,33.86,101.58,1.0,1.0,6.0,1.0,0,1.0,0,0,18.0,8.0,9.0,6.0
0.05,18.0,2648.68,8.17,0.06,3,0,0,36.0,147.15,147.15,1.0,3.0,15.0,3.0,0,5.0,0,0,21.0,15.0,12.0,5.0
0.75,27.86,63061.03,81.22,0.04,25,6,15,355.0,3503.39,2263.14,7.0,9.0,70.0,13.0,0,25.0,0,0,218.0,137.0,24.0,59.0
0.16,16.94,7907.54,27.55,0.06,5,3,2,91.0,439.31,466.76,1.0,4.0,24.0,4.0,0,7.0,0,0,59.0,32.0,18.0,17.0
0.03,5.79,486.0,14.52,0.17,5,3,2,21.0,27.0,84.0,1.0,1.0,6.0,1.0,0,1.0,0,0,12.0,9.0,9.0,7.0
0.18,18.12,9514.39,28.99,0.06,15,7,9,106.0,528.58,525.14,1.0,2.0,12.0,3.0,0,5.0,0,0,62.0,44.0,14.0,17.0
0.01,2.0,39.3,9.83,0.5,3,2,1,7.0,2.18,19.65,1.0,1.0,5.0,1.0,0,1.0,0,0,4.0,3.0,4.0,3.0
