McCabe_loc,McCabe_v(g),McCabe_ev(g),McCabe_iv(g),Language,SOFTWARE,defects
34.0,9.0,9.0,7.0,,,1
33.0,9.0,9.0,7.0,,,1
145.0,10.0,4.0,6.0,,,1
5.0,1.0,1.0,1.0,,,1
28.0,7.0,5.0,4.0,,,1
46.0,8.0,3.0,5.0,,,1
41.0,10.0,10.0,4.0,,,1
85.0,18.0,14.0,17.0,,,1
60.0,16.0,7.0,6.0,,,1
31.0,7.0,5.0,5.0,,,1
39.0,8.0,6.0,6.0,,,1
27.0,6.0,4.0,4.0,,,1
62.0,16.0,13.0,7.0,,,1
138.0,35.0,21.0,17.0,,,1
30.0,8.0,7.0,4.0,,,1
34.0,9.0,1.0,6.0,,,1
13.0,4.0,4.0,2.0,,,1
26.0,34.0,34.0,1.0,,,1
43.0,11.0,1.0,10.0,,,1
67.0,11.0,10.0,8.0,,,1
14.0,4.0,1.0,4.0,,,1
17.0,5.0,4.0,2.0,,,1
31.0,4.0,3.0,2.0,,,1
42.0,7.0,4.0,4.0,,,1
19.0,2.0,1.0,2.0,,,1
20.0,3.0,1.0,2.0,,,1
13.0,5.0,5.0,3.0,,,1
14.0,3.0,1.0,2.0,,,1
20.0,4.0,1.0,4.0,,,1
130.0,25.0,11.0,9.0,,,1
37.0,6.0,6.0,4.0,,,1
24.0,8.0,7.0,5.0,,,1
89.0,9.0,6.0,4.0,,,1
28.0,9.0,8.0,3.0,,,1
91.0,11.0,11.0,9.0,,,1
42.0,6.0,5.0,5.0,,,1
74.0,8.0,3.0,6.0,,,1
33.0,4.0,4.0,3.0,,,1
96.0,11.0,4.0,9.0,,,1
6.0,1.0,1.0,1.0,,,1
9.0,3.0,3.0,2.0,,,1
21.0,7.0,7.0,3.0,,,1
113.0,19.0,1.0,10.0,,,1
5.0,1.0,1.0,1.0,,,1
7.0,2.0,1.0,2.0,,,1
43.0,4.0,1.0,3.0,,,1
63.0,12.0,1.0,8.0,,,1
8.0,1.0,1.0,1.0,,,1
8.0,1.0,1.0,1.0,,,1
8.0,1.0,1.0,1.0,,,1
573.0,38.0,17.0,19.0,,,1
104.0,13.0,5.0,10.0,,,1
77.0,8.0,5.0,5.0,,,1
39.0,4.0,1.0,4.0,,,1
30.0,4.0,3.0,2.0,,,1
79.0,7.0,1.0,6.0,,,1
240.0,40.0,6.0,34.0,,,1
86.0,12.0,1.0,2.0,,,1
82.0,15.0,1.0,14.0,,,1
101.0,22.0,19.0,7.0,,,1
55.0,12.0,12.0,3.0,,,1
41.0,5.0,1.0,3.0,,,1
35.0,12.0,5.0,2.0,,,1
8.0,1.0,1.0,1.0,,,1
200.0,25.0,20.0,11.0,,,1
27.0,2.0,1.0,1.0,,,1
32.0,3.0,1.0,2.0,,,1
41.0,7.0,6.0,2.0,,,1
165.0,16.0,11.0,11.0,,,1
23.0,4.0,1.0,3.0,,,1
16.0,3.0,3.0,2.0,,,1
54.0,7.0,1.0,7.0,,,1
31.0,1.0,1.0,1.0,,,1
15.0,1.0,1.0,1.0,,,1
7.0,1.0,1.0,1.0,,,1
31.0,12.0,7.0,2.0,,,1
81.0,24.0,18.0,2.0,,,1
27.0,8.0,7.0,3.0,,,1
164.0,5.0,1.0,5.0,,,1
116.0,2.0,1.0,1.0,,,1
56.0,5.0,1.0,5.0,,,1
60.0,8.0,5.0,3.0,,,1
36.0,4.0,1.0,2.0,,,1
7.0,1.0,1.0,1.0,,,1
184.0,9.0,7.0,1.0,,,1
469.0,2.0,1.0,2.0,,,1
242.0,3.0,3.0,3.0,,,1
96.0,1.0,1.0,1.0,,,1
463.0,94.0,52.0,68.0,,,1
169.0,5.0,1.0,5.0,,,1
221.0,1.0,1.0,1.0,,,1
95.0,22.0,19.0,16.0,,,1
85.0,4.0,1.0,3.0,,,1
113.0,1.0,1.0,1.0,,,1
91.0,2.0,1.0,2.0,,,1
22.0,3.0,1.0,3.0,,,1
57.0,7.0,5.0,3.0,,,1
22.0,2.0,1.0,2.0,,,1
22.0,2.0,1.0,2.0,,,1
163.0,5.0,1.0,5.0,,,1
166.0,1.0,1.0,1.0,,,1
15.0,1.0,1.0,1.0,,,1
41.0,5.0,3.0,3.0,,,1
61.0,26.0,24.0,8.0,,,1
56.0,6.0,5.0,2.0,,,1
55.0,6.0,1.0,6.0,,,1
415.0,9.0,1.0,8.0,,,1
43.0,2.0,1.0,2.0,,,1
21.0,6.0,4.0,3.0,,,1
50.0,6.0,1.0,6.0,,,1
163.0,5.0,1.0,5.0,,,1
168.0,5.0,1.0,5.0,,,1
324.0,6.0,1.0,6.0,,,1
169.0,5.0,1.0,5.0,,,1
139.0,5.0,1.0,5.0,,,1
455.0,23.0,1.0,11.0,,,1
66.0,3.0,1.0,3.0,,,1
106.0,3.0,1.0,3.0,,,1
123.0,2.0,1.0,2.0,,,1
124.0,7.0,1.0,3.0,,,1
163.0,5.0,1.0,5.0,,,1
77.0,1.0,1.0,1.0,,,1
26.0,2.0,1.0,2.0,,,1
65.0,7.0,1.0,4.0,,,1
52.0,6.0,5.0,2.0,,,1
24.0,4.0,1.0,2.0,,,1
53.0,10.0,6.0,6.0,,,1
24.0,5.0,4.0,4.0,,,1
17.0,2.0,1.0,2.0,,,1
45.0,1.0,1.0,1.0,,,1
38.0,3.0,3.0,2.0,,,1
57.0,3.0,3.0,2.0,,,1
152.0,3.0,1.0,3.0,,,1
34.0,7.0,4.0,5.0,,,1
14.0,1.0,1.0,1.0,,,1
55.0,4.0,1.0,2.0,,,1
42.0,5.0,1.0,3.0,,,1
35.0,4.0,3.0,2.0,,,1
36.0,4.0,1.0,4.0,,,1
117.0,18.0,10.0,13.0,,,1
13.0,3.0,1.0,3.0,,,1
4.0,1.0,1.0,1.0,,,1
30.0,4.0,3.0,3.0,,,1
17.0,2.0,1.0,2.0,,,1
19.0,3.0,1.0,2.0,,,1
13.0,3.0,3.0,2.0,,,1
6.0,1.0,1.0,1.0,,,1
8.0,1.0,1.0,1.0,,,1
11.0,1.0,1.0,1.0,,,1
18.0,2.0,1.0,2.0,,,1
67.0,11.0,1.0,11.0,,,1
4.0,1.0,1.0,1.0,,,1
70.0,9.0,5.0,8.0,,,1
32.0,5.0,1.0,4.0,,,1
20.0,5.0,4.0,4.0,,,1
14.0,4.0,4.0,4.0,,,1
70.0,7.0,4.0,6.0,,,1
37.0,6.0,1.0,4.0,,,1
88.0,14.0,9.0,13.0,,,1
95.0,5.0,1.0,5.0,,,1
186.0,28.0,20.0,8.0,,,1
50.0,11.0,10.0,2.0,,,1
27.0,5.0,3.0,3.0,,,1
57.0,5.0,1.0,4.0,,,1
165.0,22.0,1.0,18.0,,,1
35.0,3.0,1.0,3.0,,,1
24.0,3.0,1.0,3.0,,,1
67.0,12.0,7.0,6.0,,,1
23.0,4.0,1.0,4.0,,,1
74.0,12.0,10.0,5.0,,,1
10.0,2.0,1.0,2.0,,,1
50.0,8.0,1.0,7.0,,,1
52.0,9.0,5.0,9.0,,,1
18.0,2.0,1.0,2.0,,,1
31.0,12.0,12.0,11.0,,,1
94.0,12.0,1.0,10.0,,,1
5.0,1.0,1.0,1.0,,,1
19.0,6.0,1.0,3.0,,,1
4.0,1.0,1.0,1.0,,,1
33.0,1.0,1.0,1.0,,,1
36.0,2.0,1.0,2.0,,,1
41.0,7.0,6.0,5.0,,,1
23.0,2.0,1.0,2.0,,,1
591.0,88.0,44.0,51.0,,,1
10.0,1.0,1.0,1.0,,,1
5.0,1.0,1.0,1.0,,,1
115.0,2.0,1.0,1.0,,,1
113.0,16.0,9.0,10.0,,,1
17.0,3.0,1.0,1.0,,,1
200.0,52.0,13.0,37.0,,,1
18.0,2.0,1.0,2.0,,,1
35.0,4.0,1.0,4.0,,,1
84.0,22.0,6.0,9.0,,,1
36.0,4.0,1.0,4.0,,,1
65.0,9.0,7.0,5.0,,,1
9.0,3.0,3.0,2.0,,,1
13.0,3.0,1.0,3.0,,,1
5.0,1.0,1.0,1.0,,,1
20.0,7.0,7.0,3.0,,,1
30.0,6.0,5.0,5.0,,,1
45.0,5.0,1.0,4.0,,,1
15.0,4.0,4.0,2.0,,,1
107.0,14.0,7.0,9.0,,,1
54.0,8.0,3.0,5.0,,,1
112.0,20.0,15.0,7.0,,,1
246.0,46.0,39.0,13.0,,,1
48.0,8.0,7.0,5.0,,,1
18.0,1.0,1.0,1.0,,,1
31.0,5.0,1.0,5.0,,,1
14.0,2.0,1.0,2.0,,,1
14.0,2.0,1.0,2.0,,,1
34.0,5.0,3.0,5.0,,,1
16.0,2.0,1.0,2.0,,,1
21.0,2.0,1.0,2.0,,,1
6.0,1.0,1.0,1.0,,,1
45.0,5.0,1.0,5.0,,,1
7.0,1.0,1.0,1.0,,,1
21.0,2.0,1.0,2.0,,,1
6.0,1.0,1.0,1.0,,,1
7.0,1.0,1.0,1.0,,,1
14.0,2.0,1.0,1.0,,,1
5.0,1.0,1.0,1.0,,,1
63.0,7.0,4.0,5.0,,,1
12.0,2.0,1.0,2.0,,,1
26.0,6.0,5.0,2.0,,,1
46.0,12.0,11.0,8.0,,,1
37.0,10.0,9.0,3.0,,,1
24.0,10.0,8.0,2.0,,,1
36.0,6.0,4.0,5.0,,,1
14.0,2.0,1.0,2.0,,,1
12.0,2.0,1.0,2.0,,,1
8.0,1.0,1.0,1.0,,,1
60.0,8.0,4.0,7.0,,,1
41.0,4.0,3.0,3.0,,,1
5.0,1.0,1.0,1.0,,,1
16.0,2.0,1.0,1.0,,,1
4.0,1.0,1.0,1.0,,,1
24.0,6.0,6.0,2.0,,,1
44.0,5.0,4.0,3.0,,,1
367.0,48.0,7.0,44.0,,,1
29.0,5.0,1.0,3.0,,,1
29.0,5.0,1.0,3.0,,,1
34.0,5.0,1.0,3.0,,,1
49.0,6.0,1.0,4.0,,,1
33.0,4.0,1.0,4.0,,,1
52.0,9.0,9.0,6.0,,,1
41.0,5.0,1.0,5.0,,,1
40.0,2.0,1.0,1.0,,,1
31.0,2.0,1.0,1.0,,,1
7.0,1.0,1.0,1.0,,,1
44.0,5.0,5.0,4.0,,,1
30.0,4.0,1.0,1.0,,,1
51.0,16.0,9.0,3.0,,,1
22.0,2.0,1.0,2.0,,,1
35.0,3.0,1.0,3.0,,,1
33.0,2.0,1.0,2.0,,,1
112.0,48.0,44.0,9.0,,,1
4.0,1.0,1.0,1.0,,,1
13.0,2.0,1.0,1.0,,,1
15.0,2.0,1.0,2.0,,,1
12.0,2.0,1.0,2.0,,,1
115.0,14.0,1.0,7.0,,,1
10.0,1.0,1.0,1.0,,,1
44.0,8.0,8.0,3.0,,,1
41.0,5.0,1.0,4.0,,,1
169.0,21.0,1.0,13.0,,,1
112.0,18.0,3.0,2.0,,,1
100.0,6.0,1.0,6.0,,,1
133.0,10.0,1.0,5.0,,,1
19.0,2.0,1.0,1.0,,,1
19.0,2.0,1.0,1.0,,,1
28.0,1.0,1.0,1.0,,,1
78.0,13.0,4.0,13.0,,,1
63.0,5.0,1.0,5.0,,,1
52.0,4.0,1.0,4.0,,,1
54.0,6.0,1.0,6.0,,,1
96.0,7.0,4.0,3.0,,,1
123.0,28.0,9.0,3.0,,,1
86.0,46.0,46.0,18.0,,,1
122.0,41.0,22.0,1.0,,,1
17.0,13.0,13.0,13.0,,,1
14.0,2.0,1.0,2.0,,,1
50.0,15.0,15.0,1.0,,,1
24.0,15.0,13.0,2.0,,,1
28.0,9.0,9.0,5.0,,,1
16.0,3.0,3.0,1.0,,,1
5.0,1.0,1.0,1.0,,,1
18.0,2.0,1.0,2.0,,,1
20.0,10.0,7.0,4.0,,,1
5.0,1.0,1.0,1.0,,,1
60.0,11.0,5.0,3.0,,,1
23.0,8.0,8.0,2.0,,,1
27.0,5.0,5.0,1.0,,,1
69.0,11.0,7.0,5.0,,,1
28.0,9.0,9.0,2.0,,,1
14.0,10.0,10.0,2.0,,,1
15.0,10.0,10.0,2.0,,,1
54.0,17.0,7.0,1.0,,,1
40.0,3.0,1.0,2.0,,,1
78.0,12.0,1.0,7.0,,,1
24.0,2.0,1.0,2.0,,,1
28.0,5.0,1.0,5.0,,,1
24.0,10.0,10.0,10.0,,,1
24.0,5.0,1.0,2.0,,,1
143.0,15.0,1.0,3.0,,,1
21.0,5.0,1.0,1.0,,,1
28.0,13.0,13.0,13.0,,,1
24.0,5.0,1.0,2.0,,,1
24.0,3.0,1.0,2.0,,,1
5.0,1.0,1.0,1.0,,,1
107.0,31.0,1.0,2.0,,,1
30.0,2.0,1.0,2.0,,,1
31.0,2.0,1.0,2.0,,,1
11.0,2.0,1.0,2.0,,,1
16.0,2.0,1.0,2.0,,,1
22.0,3.0,1.0,3.0,,,1
130.0,13.0,1.0,8.0,,,1
121.0,13.0,1.0,8.0,,,1
28.0,3.0,1.0,3.0,,,1
71.0,1.0,1.0,1.0,,,1
97.0,5.0,1.0,5.0,,,1
58.0,9.0,9.0,2.0,,,1
18.0,3.0,1.0,2.0,,,1
60.0,19.0,5.0,10.0,,,1
16.0,2.0,1.0,2.0,,,1
4.0,1.0,1.0,1.0,,,1
87.0,6.0,4.0,4.0,,,1
129.0,7.0,1.0,4.0,,,1
76.0,11.0,8.0,6.0,,,1
83.0,8.0,6.0,6.0,,,1
125.0,15.0,6.0,11.0,,,1
129.0,16.0,6.0,11.0,,,1
128.0,16.0,6.0,11.0,,,1
129.0,16.0,6.0,11.0,,,1
130.0,17.0,6.0,12.0,,,1
92.0,8.0,1.0,6.0,,,1
92.0,22.0,15.0,11.0,,,1
70.0,15.0,12.0,5.0,,,1
90.0,23.0,21.0,11.0,,,1
68.0,20.0,18.0,9.0,,,1
89.0,21.0,19.0,10.0,,,1
97.0,23.0,21.0,11.0,,,1
83.0,21.0,19.0,10.0,,,1
27.0,5.0,3.0,3.0,,,1
48.0,12.0,10.0,1.0,,,1
351.0,30.0,25.0,18.0,,,1
48.0,11.0,1.0,11.0,,,1
80.0,12.0,5.0,3.0,,,1
4.0,1.0,1.0,1.0,,,1
4.0,1.0,1.0,1.0,,,1
6.0,2.0,1.0,1.0,,,1
4.0,1.0,1.0,1.0,,,1
6.0,1.0,1.0,1.0,,,1
16.0,4.0,3.0,2.0,,,1
4.0,1.0,1.0,1.0,,,1
87.0,4.0,3.0,3.0,,,1
77.0,10.0,7.0,3.0,,,1
37.0,7.0,7.0,4.0,,,1
27.0,6.0,4.0,4.0,,,1
32.0,6.0,6.0,3.0,,,1
7.0,1.0,1.0,1.0,,,1
26.0,4.0,3.0,2.0,,,1
13.0,3.0,3.0,2.0,,,1
23.0,4.0,3.0,2.0,,,1
74.0,13.0,7.0,3.0,,,1
34.0,2.0,1.0,2.0,,,1
28.0,3.0,1.0,3.0,,,1
4.0,1.0,1.0,1.0,,,1
4.0,1.0,1.0,1.0,,,1
29.0,4.0,4.0,3.0,,,1
24.0,5.0,1.0,5.0,,,1
23.0,5.0,1.0,2.0,,,1
32.0,6.0,1.0,1.0,,,1
87.0,13.0,9.0,2.0,,,1
24.0,6.0,6.0,2.0,,,1
21.0,3.0,1.0,1.0,,,1
23.0,3.0,1.0,2.0,,,1
97.0,27.0,25.0,6.0,,,1
52.0,7.0,1.0,5.0,,,1
43.0,15.0,11.0,6.0,,,1
36.0,12.0,4.0,3.0,,,1
126.0,10.0,6.0,5.0,,,1
45.0,11.0,3.0,3.0,,,1
11.0,2.0,1.0,2.0,,,1
13.0,1.0,1.0,1.0,,,1
4.0,1.0,1.0,1.0,,,1
35.0,8.0,8.0,2.0,,,1
23.0,1.0,1.0,1.0,,,1
24.0,1.0,1.0,1.0,,,1
26.0,5.0,1.0,2.0,,,1
13.0,1.0,1.0,1.0,,,1
33.0,5.0,1.0,2.0,,,1
21.0,3.0,1.0,3.0,,,1
11.0,1.0,1.0,1.0,,,1
15.0,2.0,1.0,2.0,,,1
38.0,29.0,17.0,14.0,,,1
38.0,29.0,17.0,14.0,,,1
187.0,17.0,15.0,7.0,,,1
34.0,4.0,1.0,4.0,,,1
55.0,4.0,1.0,4.0,,,1
23.0,3.0,1.0,3.0,,,1
23.0,3.0,1.0,3.0,,,1
9.0,2.0,1.0,2.0,,,1
102.0,21.0,21.0,17.0,,,1
37.0,3.0,3.0,3.0,,,1
39.0,7.0,5.0,5.0,,,1
27.0,3.0,1.0,3.0,,,1
126.0,9.0,1.0,9.0,,,1
38.0,9.0,1.0,9.0,,,1
20.0,4.0,1.0,2.0,,,1
42.0,6.0,5.0,3.0,,,1
66.0,16.0,13.0,1.0,,,1
71.0,5.0,1.0,4.0,,,1
28.0,8.0,7.0,1.0,,,1
36.0,6.0,6.0,3.0,,,1
49.0,3.0,1.0,2.0,,,1
6.0,1.0,1.0,1.0,,,1
7.0,2.0,1.0,1.0,,,1
92.0,19.0,14.0,5.0,,,1
20.0,5.0,4.0,3.0,,,1
27.0,3.0,1.0,2.0,,,1
55.0,6.0,4.0,4.0,,,1
8.0,1.0,1.0,1.0,,,1
26.0,3.0,1.0,2.0,,,1
55.0,4.0,3.0,1.0,,,1
69.0,2.0,1.0,2.0,,,1
10.0,2.0,1.0,2.0,,,1
52.0,3.0,1.0,3.0,,,1
15.0,2.0,1.0,2.0,,,1
139.0,12.0,1.0,6.0,,,1
25.0,3.0,1.0,2.0,,,1
14.0,1.0,1.0,1.0,,,1
8.0,1.0,1.0,1.0,,,1
406.0,33.0,1.0,33.0,,,1
92.0,15.0,5.0,12.0,,,1
69.0,9.0,1.0,6.0,,,1
87.0,1.0,1.0,1.0,,,1
58.0,1.0,1.0,1.0,,,1
64.0,1.0,1.0,1.0,,,1
61.0,2.0,1.0,2.0,,,1
33.0,7.0,5.0,4.0,,,1
8.0,2.0,1.0,2.0,,,1
48.0,9.0,8.0,4.0,,,1
87.0,10.0,9.0,5.0,,,1
26.0,3.0,1.0,3.0,,,1
7.0,3.0,1.0,3.0,,,1
11.0,1.0,1.0,1.0,,,1
31.0,3.0,1.0,3.0,,,1
129.0,16.0,3.0,7.0,,,1
20.0,11.0,1.0,2.0,,,1
20.0,7.0,7.0,2.0,,,1
12.0,4.0,4.0,3.0,,,1
63.0,9.0,5.0,2.0,,,1
18.0,2.0,1.0,1.0,,,1
27.0,10.0,10.0,5.0,,,1
17.0,2.0,1.0,1.0,,,1
17.0,2.0,1.0,1.0,,,1
35.0,10.0,9.0,7.0,,,1
18.0,4.0,4.0,3.0,,,1
69.0,22.0,21.0,6.0,,,1
12.0,3.0,3.0,1.0,,,1
12.0,2.0,1.0,1.0,,,1
26.0,5.0,5.0,1.0,,,1
73.0,15.0,14.0,15.0,,,1
70.0,8.0,1.0,7.0,,,1
53.0,6.0,4.0,5.0,,,1
46.0,2.0,1.0,2.0,,,1
41.0,7.0,1.0,5.0,,,1
214.0,13.0,1.0,10.0,,,1
167.0,13.0,1.0,13.0,,,1
21.0,3.0,1.0,2.0,,,1
34.0,9.0,1.0,4.0,,,1
15.0,2.0,1.0,2.0,,,1
28.0,5.0,1.0,3.0,,,1
148.0,14.0,8.0,9.0,,,1
42.0,7.0,1.0,5.0,,,1
145.0,19.0,12.0,18.0,,,1
54.0,3.0,1.0,2.0,,,1
34.0,9.0,4.0,7.0,,,1
40.0,3.0,1.0,3.0,,,1
43.0,8.0,5.0,4.0,,,1
97.0,33.0,30.0,11.0,,,1
74.0,7.0,1.0,6.0,,,1
28.0,4.0,1.0,2.0,,,1
32.0,9.0,1.0,1.0,,,1
81.0,15.0,10.0,14.0,,,1
11.0,2.0,1.0,2.0,,,1
11.0,2.0,1.0,2.0,,,1
7.0,1.0,1.0,1.0,,,1
99.0,20.0,20.0,2.0,,,1
7.0,2.0,1.0,1.0,,,1
12.0,5.0,5.0,1.0,,,1
26.0,1.0,1.0,1.0,,,1
80.0,14.0,1.0,12.0,,,1
96.0,5.0,1.0,3.0,,,1
24.0,2.0,1.0,2.0,,,1
78.0,13.0,4.0,6.0,,,1
269.0,75.0,63.0,42.0,,,1
234.0,23.0,16.0,15.0,,,1
31.0,4.0,1.0,3.0,,,1
32.0,4.0,1.0,3.0,,,1
42.0,15.0,10.0,7.0,,,1
115.0,19.0,17.0,14.0,,,1
34.0,6.0,6.0,3.0,,,1
53.0,10.0,8.0,4.0,,,1
29.0,3.0,1.0,3.0,,,1
10.0,2.0,1.0,2.0,,,1
11.0,2.0,1.0,2.0,,,1
38.0,5.0,3.0,5.0,,,1
23.0,3.0,1.0,3.0,,,1
7.0,2.0,1.0,2.0,,,1
14.0,6.0,1.0,6.0,,,1
36.0,6.0,5.0,5.0,,,1
16.0,2.0,1.0,2.0,,,1
42.0,7.0,1.0,4.0,,,1
15.0,2.0,1.0,2.0,,,1
15.0,2.0,1.0,2.0,,,1
15.0,3.0,1.0,3.0,,,1
15.0,3.0,1.0,3.0,,,1
50.0,11.0,7.0,6.0,,,1
12.0,2.0,1.0,2.0,,,1
294.0,117.0,117.0,113.0,,,1
40.0,7.0,1.0,5.0,,,1
10.0,6.0,6.0,2.0,,,1
80.0,11.0,9.0,11.0,,,1
79.0,3.0,1.0,3.0,,,1
73.0,10.0,3.0,7.0,,,1
78.0,9.0,4.0,8.0,,,1
23.0,2.0,1.0,2.0,,,1
49.0,7.0,7.0,7.0,,,1
76.0,3.0,1.0,3.0,,,1
70.0,4.0,4.0,3.0,,,1
162.0,27.0,5.0,15.0,,,1
44.0,16.0,13.0,5.0,,,1
30.0,5.0,1.0,4.0,,,1
22.0,3.0,1.0,1.0,,,1
17.0,3.0,1.0,1.0,,,1
84.0,11.0,10.0,7.0,,,1
91.0,11.0,3.0,10.0,,,1
65.0,12.0,8.0,9.0,,,1
39.0,8.0,3.0,5.0,,,1
32.0,4.0,1.0,3.0,,,1
159.0,10.0,1.0,2.0,,,1
33.0,2.0,1.0,2.0,,,1
57.0,12.0,10.0,10.0,,,1
27.0,2.0,1.0,2.0,,,1
37.0,2.0,1.0,2.0,,,1
286.0,85.0,1.0,83.0,,,1
29.0,3.0,1.0,3.0,,,1
12.0,2.0,1.0,2.0,,,1
35.0,12.0,6.0,6.0,,,1
19.0,1.0,1.0,1.0,,,1
15.0,6.0,4.0,3.0,,,1
101.0,18.0,12.0,8.0,,,1
151.0,20.0,12.0,16.0,,,1
67.0,22.0,19.0,22.0,,,1
205.0,49.0,40.0,49.0,,,1
93.0,15.0,7.0,12.0,,,1
74.0,5.0,4.0,3.0,,,1
48.0,5.0,5.0,5.0,,,1
115.0,17.0,11.0,17.0,,,1
39.0,8.0,3.0,5.0,,,1
32.0,5.0,1.0,5.0,,,1
47.0,8.0,7.0,6.0,,,1
17.0,2.0,1.0,2.0,,,1
272.0,28.0,17.0,22.0,,,1
111.0,13.0,1.0,7.0,,,1
36.0,2.0,1.0,2.0,,,1
31.0,5.0,1.0,4.0,,,1
33.0,3.0,1.0,3.0,,,1
53.0,6.0,1.0,4.0,,,1
57.0,7.0,1.0,4.0,,,1
33.0,3.0,1.0,2.0,,,1
465.0,68.0,17.0,12.0,,,1
108.0,14.0,3.0,11.0,,,1
84.0,11.0,10.0,7.0,,,1
19.0,3.0,3.0,2.0,,,1
126.0,64.0,61.0,45.0,,,1
17.0,3.0,3.0,2.0,,,1
36.0,6.0,1.0,5.0,,,1
58.0,10.0,1.0,10.0,,,1
44.0,7.0,4.0,7.0,,,1
133.0,36.0,25.0,30.0,,,1
18.0,3.0,1.0,3.0,,,1
82.0,24.0,20.0,3.0,,,1
12.0,4.0,1.0,2.0,,,1
87.0,21.0,16.0,10.0,,,1
7.0,2.0,1.0,2.0,,,1
7.0,2.0,1.0,2.0,,,1
23.0,2.0,1.0,2.0,,,1
17.0,2.0,1.0,2.0,,,1
14.0,2.0,1.0,2.0,,,1
19.0,2.0,1.0,2.0,,,1
40.0,11.0,10.0,11.0,,,1
18.0,2.0,1.0,2.0,,,1
35.0,3.0,1.0,3.0,,,1
103.0,17.0,14.0,12.0,,,1
28.0,13.0,13.0,13.0,,,1
119.0,51.0,50.0,50.0,,,1
12.0,4.0,1.0,2.0,,,1
126.0,111.0,111.0,67.0,,,1
36.0,5.0,1.0,4.0,,,1
33.0,2.0,1.0,2.0,,,1
34.0,5.0,1.0,4.0,,,1
17.0,5.0,3.0,3.0,,,1
68.0,17.0,15.0,7.0,,,1
20.0,3.0,1.0,2.0,,,1
7.0,1.0,1.0,1.0,,,1
32.0,7.0,5.0,6.0,,,1
12.0,4.0,1.0,2.0,,,1
12.0,2.0,1.0,2.0,,,1
101.0,17.0,14.0,14.0,,,1
12.0,4.0,1.0,2.0,,,1
146.0,50.0,4.0,34.0,,,1
81.0,6.0,1.0,6.0,,,1
12.0,4.0,1.0,2.0,,,1
234.0,45.0,1.0,45.0,,,1
42.0,5.0,1.0,5.0,,,1
249.0,51.0,25.0,40.0,,,1
225.0,55.0,36.0,33.0,,,1
12.0,4.0,1.0,2.0,,,1
19.0,5.0,3.0,2.0,,,1
44.0,12.0,10.0,9.0,,,1
7.0,2.0,1.0,2.0,,,1
43.0,4.0,1.0,4.0,,,1
12.0,4.0,1.0,2.0,,,1
228.0,31.0,16.0,24.0,,,1
95.0,17.0,7.0,15.0,,,1
118.0,14.0,4.0,13.0,,,1
20.0,2.0,1.0,2.0,,,1
7.0,2.0,1.0,2.0,,,1
12.0,4.0,1.0,2.0,,,1
17.0,3.0,1.0,2.0,,,1
9.0,1.0,1.0,1.0,,,1
8.0,1.0,1.0,1.0,,,1
12.0,2.0,1.0,2.0,,,1
8.0,1.0,1.0,1.0,,,1
24.0,3.0,1.0,3.0,,,1
12.0,4.0,1.0,2.0,,,1
12.0,4.0,1.0,2.0,,,1
123.0,29.0,21.0,18.0,,,1
52.0,14.0,14.0,14.0,,,1
40.0,4.0,1.0,3.0,,,1
12.0,4.0,1.0,2.0,,,1
24.0,5.0,1.0,3.0,,,1
8.0,2.0,1.0,2.0,,,1
8.0,2.0,1.0,2.0,,,1
8.0,2.0,1.0,2.0,,,1
8.0,2.0,1.0,2.0,,,1
47.0,9.0,1.0,7.0,,,1
38.0,3.0,1.0,3.0,,,1
162.0,2.0,1.0,2.0,,,1
237.0,36.0,11.0,16.0,,,1
100.0,25.0,16.0,20.0,,,1
71.0,6.0,1.0,5.0,,,1
61.0,13.0,11.0,10.0,,,1
45.0,12.0,8.0,4.0,,,1
11.0,3.0,1.0,3.0,,,1
526.0,80.0,31.0,60.0,,,1
63.0,13.0,11.0,8.0,,,1
25.0,5.0,4.0,2.0,,,1
19.0,3.0,1.0,3.0,,,1
51.0,4.0,1.0,4.0,,,1
8.0,2.0,1.0,2.0,,,1
11.0,1.0,1.0,1.0,,,1
4.0,1.0,1.0,1.0,,,1
33.0,4.0,3.0,2.0,,,1
16.0,3.0,1.0,2.0,,,1
22.0,6.0,3.0,2.0,,,1
13.0,1.0,1.0,1.0,,,1
21.0,7.0,7.0,3.0,,,1
48.0,7.0,1.0,7.0,,,1
18.0,2.0,1.0,1.0,,,1
14.0,4.0,3.0,2.0,,,1
84.0,13.0,9.0,4.0,,,1
6.0,1.0,1.0,1.0,,,1
10.0,2.0,1.0,2.0,,,1
23.0,3.0,1.0,3.0,,,1
8.0,1.0,1.0,1.0,,,1
7.0,2.0,1.0,2.0,,,1
35.0,9.0,1.0,6.0,,,1
23.0,5.0,1.0,3.0,,,1
12.0,2.0,1.0,1.0,,,1
36.0,10.0,8.0,6.0,,,1
502.0,95.0,19.0,63.0,,,1
32.0,5.0,1.0,4.0,,,1
58.0,7.0,1.0,5.0,,,1
97.0,12.0,11.0,6.0,,,1
4.0,1.0,1.0,1.0,,,1
74.0,16.0,1.0,15.0,,,1
8.0,1.0,1.0,1.0,,,1
72.0,16.0,1.0,1.0,,,1
41.0,16.0,7.0,2.0,,,1
15.0,1.0,1.0,1.0,,,1
17.0,2.0,1.0,1.0,,,1
37.0,33.0,25.0,11.0,,,1
71.0,17.0,13.0,14.0,,,1
