Halstead_v,McCabe_loc,Halstead_i,Halstead_e,Halstead_t,total_Opnd,uniq_Opnd,total_Op,Halstead_d,Halstead_n,defects
68.53,9.0,13.71,342.66,19.04,4.0,4.0,14.0,5.0,18.0,0
33.22,7.0,11.07,99.66,5.54,4.0,4.0,6.0,3.0,10.0,0
191.82,8.0,27.4,1342.72,74.6,14.0,9.0,32.0,7.0,46.0,0
178.41,15.0,18.54,1717.22,95.4,14.0,8.0,28.0,9.63,42.0,0
171.3,10.0,16.21,1809.36,100.52,13.0,8.0,26.0,10.56,39.0,0
27.0,6.0,9.0,81.0,4.5,2.0,2.0,7.0,3.0,9.0,0
886.6,44.0,46.89,16764.79,931.38,52.0,33.0,100.0,18.91,152.0,0
138.97,8.0,22.46,859.9,47.77,11.0,8.0,23.0,6.19,34.0,0
294.8,15.0,42.88,2026.77,112.6,20.0,16.0,42.0,6.87,62.0,0
122.62,7.0,21.8,689.76,38.32,10.0,8.0,20.0,5.63,30.0,0
101.58,6.0,16.93,609.47,33.86,8.0,6.0,18.0,6.0,26.0,0
147.15,15.0,8.17,2648.68,147.15,15.0,5.0,21.0,18.0,36.0,0
2263.14,70.0,81.22,63061.03,3503.39,137.0,59.0,218.0,27.86,355.0,0
466.76,24.0,27.55,7907.54,439.31,32.0,17.0,59.0,16.94,91.0,0
84.0,6.0,14.52,486.0,27.0,9.0,7.0,12.0,5.79,21.0,0
525.14,12.0,28.99,9514.39,528.58,44.0,17.0,62.0,18.12,106.0,0
19.65,5.0,9.83,39.3,2.18,3.0,3.0,4.0,2.0,7.0,0
187.65,8.0,17.66,1993.75,110.76,17.0,8.0,28.0,10.63,45.0,0
185.84,9.0,13.77,2508.88,139.38,18.0,8.0,25.0,13.5,43.0,0
232.79,9.0,13.64,3972.03,220.67,21.0,8.0,32.0,17.06,53.0,0
731.56,19.0,40.01,13377.17,743.18,64.0,28.0,70.0,18.29,134.0,0
43.19,6.0,14.4,129.56,7.2,6.0,5.0,7.0,3.0,13.0,0
1005.29,25.0,42.36,23858.84,1325.49,89.0,30.0,93.0,23.73,182.0,0
360.0,19.0,35.6,3640.0,202.22,26.0,18.0,46.0,10.11,72.0,0
3670.05,76.0,108.35,124313.16,6906.29,199.0,94.0,327.0,33.87,526.0,0
1114.08,35.0,110.24,11259.34,625.52,95.0,47.0,96.0,10.11,191.0,0
188.87,8.0,17.71,2014.61,111.92,16.0,9.0,27.0,10.67,43.0,0
196.0,14.0,70.78,542.77,30.15,24.0,13.0,25.0,2.77,49.0,0
102.8,7.0,12.85,822.39,45.69,12.0,6.0,15.0,8.0,27.0,0
888.01,27.0,42.9,18381.79,1021.21,45.0,25.0,114.0,20.7,159.0,0
1138.69,20.0,37.71,34384.39,1910.24,89.0,28.0,116.0,30.2,205.0,0
1627.38,27.0,48.56,54539.1,3029.95,124.0,37.0,155.0,33.51,279.0,0
552.36,25.0,27.4,11135.5,618.64,48.0,25.0,52.0,20.16,100.0,0
17124.28,423.0,136.16,2153690.63,119649.48,814.0,233.0,1261.0,125.77,2075.0,0
1061.18,30.0,78.0,14437.64,802.09,94.0,38.0,95.0,13.61,189.0,0
109.39,10.0,19.23,622.17,34.57,13.0,8.0,15.0,5.69,28.0,0
2602.9,49.0,83.81,80843.05,4491.28,176.0,68.0,223.0,31.06,399.0,0
4031.99,85.0,78.34,207526.23,11529.23,267.0,83.0,322.0,51.47,589.0,0
347.83,8.0,21.3,5681.26,315.63,28.0,12.0,46.0,16.32,74.0,0
1282.9,50.0,50.79,32401.84,1800.1,89.0,37.0,130.0,25.26,219.0,0
8593.51,165.0,200.98,367446.53,20413.7,465.0,174.0,653.0,42.76,1118.0,0
505.41,17.0,54.5,4686.53,260.36,51.0,22.0,52.0,9.27,103.0,0
267.19,15.0,20.45,3491.27,193.96,28.0,15.0,27.0,13.07,55.0,0
1571.12,61.0,83.91,29416.66,1634.26,88.0,47.0,171.0,18.72,259.0,0
3343.21,63.0,83.12,134469.0,7470.5,205.0,79.0,288.0,40.22,493.0,0
427.18,16.0,28.18,6475.08,359.73,32.0,19.0,50.0,15.16,82.0,0
773.25,49.0,35.91,16649.11,924.95,53.0,32.0,79.0,21.53,132.0,0
842.16,52.0,36.57,19394.56,1077.48,58.0,34.0,84.0,23.03,142.0,0
1633.09,42.0,160.8,16586.02,921.45,130.0,64.0,133.0,10.16,263.0,0
1655.41,62.0,81.37,33677.25,1870.96,93.0,48.0,178.0,20.34,271.0,0
3559.65,65.0,81.52,155431.03,8635.06,217.0,82.0,303.0,43.66,520.0,0
3235.94,75.0,84.48,123948.13,6886.01,195.0,84.0,276.0,38.3,471.0,0
48.43,8.0,11.07,211.89,11.77,5.0,4.0,9.0,4.38,14.0,0
106.2,8.0,17.16,657.1,36.51,9.0,8.0,16.0,6.19,25.0,0
11.61,3.0,5.8,23.22,1.29,1.0,1.0,4.0,2.0,5.0,0
16.25,4.0,10.84,24.38,1.35,2.0,2.0,5.0,1.5,7.0,0
249.98,15.0,17.03,3670.2,203.9,19.0,11.0,33.0,14.68,52.0,0
48.43,8.0,11.07,211.89,11.77,5.0,4.0,9.0,4.38,14.0,0
108.42,9.0,19.71,596.3,33.13,11.0,9.0,15.0,5.5,26.0,0
313.82,13.0,22.53,4371.1,242.84,30.0,14.0,36.0,13.93,66.0,0
11.61,3.0,5.8,23.22,1.29,1.0,1.0,4.0,2.0,5.0,0
16.25,4.0,10.84,24.38,1.35,2.0,2.0,5.0,1.5,7.0,0
64.73,6.0,14.38,291.26,16.18,5.0,5.0,12.0,4.5,17.0,0
59.21,6.0,14.8,236.83,13.16,5.0,5.0,11.0,4.0,16.0,0
183.4,15.0,17.24,1950.69,108.37,18.0,11.0,22.0,10.64,40.0,0
84.0,9.0,16.32,432.0,24.0,8.0,7.0,13.0,5.14,21.0,0
84.0,9.0,16.32,432.0,24.0,8.0,7.0,13.0,5.14,21.0,0
629.75,20.0,39.36,10076.02,559.78,44.0,22.0,76.0,16.0,120.0,0
43.19,7.0,17.27,107.96,6.0,5.0,5.0,8.0,2.5,13.0,0
85.95,3.0,17.19,429.76,23.88,5.0,5.0,17.0,5.0,22.0,0
79.95,3.0,17.77,359.8,19.99,5.0,5.0,16.0,4.5,21.0,0
112.59,6.0,17.91,707.7,39.32,8.0,7.0,19.0,6.29,27.0,0
43.19,7.0,17.27,107.96,6.0,5.0,5.0,8.0,2.5,13.0,0
85.95,3.0,17.19,429.76,23.88,5.0,5.0,17.0,5.0,22.0,0
79.95,3.0,17.77,359.8,19.99,5.0,5.0,16.0,4.5,21.0,0
112.59,6.0,17.91,707.7,39.32,8.0,7.0,19.0,6.29,27.0,0
0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
11.61,4.0,5.8,23.22,1.29,1.0,1.0,4.0,2.0,5.0,0
51.89,9.0,11.86,227.03,12.61,5.0,4.0,10.0,4.38,15.0,0
408.66,16.0,26.67,6261.24,347.85,39.0,14.0,49.0,15.32,88.0,0
11.61,5.0,7.74,17.41,0.97,2.0,2.0,3.0,1.5,5.0,0
47.55,4.0,12.68,178.31,9.91,6.0,4.0,9.0,3.75,15.0,0
105.49,5.0,16.78,663.06,36.84,11.0,7.0,16.0,6.29,27.0,0
171.3,9.0,17.13,1713.0,95.17,15.0,9.0,24.0,10.0,39.0,0
215.49,18.0,26.81,1732.23,96.24,19.0,13.0,28.0,8.03,47.0,0
835.34,38.0,32.0,21802.25,1211.24,54.0,30.0,88.0,26.1,142.0,0
277.33,14.0,15.76,4880.94,271.16,22.0,10.0,37.0,17.6,59.0,0
863.23,47.0,30.99,24047.21,1335.96,60.0,28.0,90.0,27.86,150.0,0
125.34,11.0,20.51,765.94,42.55,10.0,9.0,19.0,6.11,29.0,0
121.01,11.0,19.8,739.53,41.08,10.0,9.0,18.0,6.11,28.0,0
142.7,11.0,14.83,1373.5,76.31,11.0,8.0,21.0,9.63,32.0,0
492.41,21.0,46.9,5170.32,287.24,28.0,20.0,68.0,10.5,96.0,0
492.41,23.0,46.9,5170.32,287.24,28.0,20.0,68.0,10.5,96.0,0
240.44,13.0,33.1,1746.71,97.04,19.0,17.0,30.0,7.26,49.0,0
377.85,21.0,34.57,4129.37,229.41,27.0,21.0,45.0,10.93,72.0,0
380.55,21.0,36.48,3969.82,220.55,27.0,22.0,45.0,10.43,72.0,0
531.77,22.0,41.71,6780.12,376.67,39.0,26.0,59.0,12.75,98.0,0
1113.43,41.0,75.22,16481.41,915.63,67.0,43.0,120.0,14.8,187.0,0
310.91,22.0,21.05,4591.91,255.11,24.0,13.0,40.0,14.77,64.0,0
91.38,9.0,9.14,913.77,50.76,8.0,4.0,16.0,10.0,24.0,0
733.36,50.0,65.44,8218.63,456.59,50.0,29.0,86.0,11.21,136.0,0
640.3,29.0,31.33,13084.38,726.91,47.0,23.0,71.0,20.43,118.0,0
757.88,50.0,74.62,7697.18,427.62,50.0,32.0,88.0,10.16,138.0,0
1310.28,29.0,70.63,24306.94,1350.39,101.0,49.0,115.0,18.55,216.0,0
508.75,29.0,20.08,12888.24,716.01,40.0,15.0,60.0,25.33,100.0,0
366.41,9.0,18.12,7409.59,411.64,26.0,9.0,55.0,20.22,81.0,0
675.0,16.0,27.7,16447.5,913.75,43.0,15.0,92.0,24.37,135.0,0
104.25,9.0,20.85,521.24,28.96,10.0,9.0,15.0,5.0,25.0,0
70.31,6.0,20.51,241.06,13.39,8.0,7.0,11.0,3.43,19.0,0
955.03,30.0,31.79,28687.59,1593.75,71.0,26.0,100.0,30.04,171.0,0
71.7,14.0,25.09,204.86,11.38,8.0,7.0,12.0,2.86,20.0,0
2982.34,56.0,55.25,160995.7,8944.21,182.0,59.0,273.0,53.98,455.0,0
1207.79,21.0,45.29,32207.61,1789.31,80.0,30.0,134.0,26.67,214.0,0
380.39,14.0,40.04,3613.71,200.76,38.0,18.0,42.0,9.5,80.0,0
24.0,7.0,12.0,48.0,2.67,4.0,4.0,4.0,2.0,8.0,0
169.92,16.0,29.05,994.02,55.22,13.0,10.0,27.0,5.85,40.0,0
1335.73,22.0,53.25,33504.61,1861.37,86.0,36.0,143.0,25.08,229.0,0
360.55,27.0,30.82,4218.45,234.36,27.0,15.0,48.0,11.7,75.0,0
39.86,3.0,11.39,139.52,7.75,3.0,3.0,9.0,3.5,12.0,0
105.49,7.0,8.79,1265.83,70.32,12.0,5.0,15.0,12.0,27.0,0
48.43,3.0,11.07,211.89,11.77,5.0,4.0,9.0,4.38,14.0,0
110.41,7.0,22.65,538.26,29.9,13.0,8.0,16.0,4.88,29.0,0
170.97,9.0,12.09,2417.96,134.33,18.0,7.0,23.0,14.14,41.0,0
215.22,11.0,14.67,3156.61,175.37,22.0,9.0,27.0,14.67,49.0,0
39.0,4.0,13.0,117.0,6.5,6.0,4.0,7.0,3.0,13.0,0
19.65,3.0,7.86,49.13,2.73,2.0,2.0,5.0,2.5,7.0,0
227.43,12.0,21.83,2369.07,131.62,25.0,12.0,26.0,10.42,51.0,0
829.45,31.0,38.55,17846.19,991.46,51.0,32.0,90.0,21.52,141.0,1
641.73,29.0,52.03,7914.68,439.7,37.0,33.0,74.0,12.33,111.0,1
1251.39,71.0,46.15,33930.43,1885.02,73.0,35.0,138.0,27.11,211.0,1
385.5,15.0,27.05,5493.37,305.19,27.0,18.0,47.0,14.25,74.0,1
989.84,33.0,53.63,18269.63,1014.98,68.0,35.0,104.0,18.46,172.0,1
6234.84,92.0,234.02,166113.93,9228.55,373.0,168.0,449.0,26.64,822.0,1
1746.31,44.0,78.96,38620.28,2145.57,115.0,65.0,154.0,22.12,269.0,1
4996.93,143.0,175.18,142535.33,7918.63,290.0,122.0,405.0,28.52,695.0,1
9135.35,196.0,127.7,653537.1,36307.62,454.0,165.0,723.0,71.54,1177.0,1
159.91,12.0,17.77,1439.2,79.96,12.0,8.0,25.0,9.0,37.0,1
159.91,12.0,17.77,1439.2,79.96,12.0,8.0,25.0,9.0,37.0,1
4185.91,133.0,54.04,324260.81,18014.49,220.0,71.0,385.0,77.46,605.0,1
557.19,28.0,36.57,8490.44,471.69,32.0,21.0,72.0,15.24,104.0,1
3740.26,91.0,72.67,192513.32,10695.18,250.0,68.0,318.0,51.47,568.0,1
745.8,41.0,56.52,9840.36,546.69,50.0,36.0,79.0,13.19,129.0,1
5081.36,149.0,171.78,150305.78,8350.32,220.0,119.0,482.0,29.58,702.0,1
12749.77,411.0,293.68,553518.63,30751.03,568.0,314.0,932.0,43.41,1500.0,1
3817.28,121.0,164.09,88801.93,4933.44,221.0,114.0,316.0,23.26,537.0,1
4282.56,130.0,83.0,220979.91,12276.66,258.0,95.0,349.0,51.6,607.0,1
1227.81,79.0,89.42,16858.82,936.6,84.0,52.0,117.0,13.73,201.0,1
1318.43,57.0,45.05,38588.27,2143.79,75.0,41.0,138.0,29.27,213.0,1
1341.48,49.0,98.6,18250.34,1013.91,78.0,43.0,151.0,13.6,229.0,1
1038.71,58.0,30.99,34816.7,1934.26,83.0,26.0,104.0,33.52,187.0,1
835.29,28.0,44.75,15592.09,866.23,56.0,30.0,92.0,18.67,148.0,1
164.23,13.0,22.4,1204.38,66.91,12.0,9.0,26.0,7.33,38.0,1
1993.0,71.0,90.85,43721.41,2428.97,108.0,64.0,199.0,21.94,307.0,1
575.06,22.0,37.27,8872.37,492.91,54.0,21.0,60.0,15.43,114.0,1
440.83,22.0,35.13,5531.32,307.3,31.0,21.0,53.0,12.55,84.0,1
2318.71,59.0,104.75,51324.87,2851.38,126.0,74.0,223.0,22.14,349.0,1
561.08,19.0,46.76,6732.92,374.05,57.0,19.0,61.0,12.0,118.0,1
2603.24,89.0,54.69,123914.45,6884.14,154.0,55.0,248.0,47.6,402.0,1
648.26,32.0,34.91,12037.08,668.73,43.0,22.0,78.0,18.57,121.0,1
2274.9,74.0,61.92,83581.43,4643.41,124.0,54.0,230.0,36.74,354.0,1
574.11,32.0,25.24,13060.92,725.61,52.0,16.0,65.0,22.75,117.0,1
3366.16,107.0,51.85,218524.86,12140.27,193.0,55.0,323.0,64.92,516.0,1
122.62,7.0,21.8,689.76,38.32,10.0,8.0,20.0,5.63,30.0,1
439.44,19.0,45.57,4237.49,235.42,27.0,21.0,58.0,9.64,85.0,1
297.25,18.0,31.39,2815.15,156.4,23.0,17.0,37.0,9.47,60.0,1
439.53,22.0,39.66,4871.43,270.63,28.0,24.0,53.0,11.08,81.0,1
330.88,20.0,31.51,3474.19,193.01,21.0,18.0,43.0,10.5,64.0,1
103.73,8.0,20.75,518.63,28.81,10.0,10.0,14.0,5.0,24.0,1
971.26,44.0,74.36,12685.78,704.77,64.0,49.0,95.0,13.06,159.0,1
4176.06,91.0,195.05,89412.4,4967.36,218.0,112.0,373.0,21.41,591.0,1
1563.78,47.0,55.85,43785.9,2432.55,112.0,46.0,144.0,28.0,256.0,1
587.63,24.0,30.72,11241.58,624.53,40.0,23.0,67.0,19.13,107.0,1
3155.83,82.0,70.59,141084.24,7838.01,190.0,68.0,285.0,44.71,475.0,1
150.41,10.0,23.14,977.69,54.32,13.0,13.0,19.0,6.5,32.0,1
564.33,28.0,35.08,9078.38,504.35,37.0,23.0,67.0,16.09,104.0,1
1.3,1.1,1.3,1.3,1.3,1.2,1.2,1.2,1.3,1.3,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
1134.13,72.0,55.85,23029.1,1279.39,86.0,36.0,112.0,20.31,198.0,1
4348.76,190.0,254.87,74202.67,4122.37,271.0,135.0,329.0,17.06,600.0,1
599.12,37.0,34.86,10297.3,572.07,50.0,16.0,76.0,17.19,126.0,1
582.52,31.0,47.55,7135.87,396.44,42.0,24.0,69.0,12.25,111.0,1
0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
50.72,8.0,18.11,142.01,7.89,7.0,5.0,9.0,2.8,16.0,1
0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
167.37,12.0,24.34,1150.68,63.93,15.0,12.0,22.0,6.87,37.0,1
695.61,48.0,40.1,12067.3,670.41,42.0,23.0,87.0,17.35,129.0,1
0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
27.0,10.0,13.5,54.0,3.0,4.0,4.0,5.0,2.0,9.0,1
9673.31,250.0,99.72,938311.06,52128.39,388.0,64.0,1081.0,97.0,1469.0,1
1160.84,77.0,28.35,47536.38,2640.91,117.0,10.0,167.0,40.95,284.0,1
1714.58,85.0,52.53,55961.02,3108.95,118.0,47.0,161.0,32.64,277.0,1
2069.26,110.0,61.94,69127.22,3840.4,146.0,59.0,176.0,33.41,322.0,1
927.89,49.0,36.63,23506.58,1305.92,64.0,24.0,107.0,25.33,171.0,1
3296.33,187.0,77.45,140300.03,7794.45,227.0,56.0,299.0,42.56,526.0,1
0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
673.36,38.0,32.8,13824.9,768.05,73.0,16.0,72.0,20.53,145.0,1
5811.59,294.0,142.15,237606.8,13200.38,330.0,113.0,484.0,40.88,814.0,1
465.12,29.0,38.63,5599.99,311.11,43.0,25.0,45.0,12.04,88.0,1
4862.12,160.0,146.86,160969.13,8942.73,310.0,103.0,388.0,33.11,698.0,1
1236.59,94.0,35.83,42683.63,2371.31,91.0,29.0,127.0,34.52,218.0,1
927.38,48.0,70.84,12140.27,674.46,72.0,44.0,85.0,13.09,157.0,1
129.27,14.0,24.86,672.19,37.34,13.0,10.0,18.0,5.2,31.0,1
595.0,32.0,35.7,9916.61,550.92,50.0,21.0,66.0,16.67,116.0,1
27.0,11.0,13.5,54.0,3.0,4.0,4.0,5.0,2.0,9.0,1
118.03,20.0,13.11,1062.25,59.01,10.0,5.0,21.0,9.0,31.0,1
0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1072.31,78.0,38.01,30254.54,1680.81,79.0,28.0,113.0,28.21,192.0,1
0.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
82.04,6.0,13.67,492.27,27.35,6.0,5.0,15.0,6.0,21.0,1
0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
224.74,24.0,13.45,3756.37,208.69,18.0,7.0,34.0,16.71,52.0,1
233.83,23.0,38.97,1403.0,77.94,20.0,15.0,31.0,6.0,51.0,1
0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3223.93,148.0,93.0,111762.93,6209.05,208.0,57.0,308.0,34.67,516.0,1
1300.6,83.0,39.19,43166.62,2398.15,77.0,29.0,149.0,33.19,226.0,1
539.27,53.0,36.3,8012.03,445.11,48.0,21.0,58.0,14.86,106.0,1
0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
355.0,25.0,54.98,2292.07,127.34,33.0,23.0,38.0,6.46,71.0,1
0.0,466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3179.59,113.0,70.04,144343.07,8019.06,220.0,63.0,271.0,45.4,491.0,1
1862.84,119.0,74.63,46500.6,2583.37,126.0,53.0,174.0,24.96,300.0,1
215.49,15.0,23.94,1939.44,107.75,18.0,12.0,29.0,9.0,47.0,1
0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
51.89,8.0,17.79,151.35,8.41,7.0,6.0,8.0,2.92,15.0,1
51.89,8.0,17.79,151.35,8.41,7.0,6.0,8.0,2.92,15.0,1
0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2829.11,113.0,68.26,117259.19,6514.4,189.0,57.0,256.0,41.45,445.0,1
51.89,8.0,17.79,151.35,8.41,7.0,6.0,8.0,2.92,15.0,1
46.51,8.0,15.5,139.52,7.75,6.0,5.0,8.0,3.0,14.0,1
62.91,9.0,15.41,256.87,14.27,7.0,6.0,10.0,4.08,17.0,1
0.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4230.99,171.0,123.53,144911.31,8050.63,274.0,76.0,370.0,34.25,644.0,1
1656.04,77.0,91.8,29873.71,1659.65,115.0,51.0,158.0,18.04,273.0,1
51.89,8.0,17.79,151.35,8.41,7.0,6.0,8.0,2.92,15.0,1
183.4,12.0,22.92,1467.19,81.51,16.0,12.0,24.0,8.0,40.0,1
708.47,42.0,47.63,10538.49,585.47,74.0,30.0,116.0,14.88,135.0,1
346.99,14.0,75.63,1592.09,88.45,39.0,17.0,40.0,4.59,79.0,1
267.96,19.0,12.76,5627.15,312.62,28.0,8.0,34.0,21.0,62.0,1
1372.96,88.0,41.29,45651.03,2536.17,76.0,24.0,174.0,33.25,250.0,1
235.02,13.0,55.47,995.75,55.32,23.0,19.0,27.0,4.24,50.0,1
396.34,46.0,33.26,4723.0,262.39,33.0,18.0,47.0,11.92,80.0,1
2583.36,129.0,55.65,119927.45,6662.64,142.0,52.0,260.0,46.42,402.0,1
0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
508.77,22.0,42.19,6135.2,340.84,41.0,17.0,66.0,12.06,107.0,1
851.92,32.0,69.81,10396.13,577.56,71.0,32.0,86.0,12.2,157.0,1
171.33,13.0,11.9,2467.17,137.06,16.0,5.0,29.0,14.4,45.0,1
88.0,12.0,10.56,733.33,40.74,10.0,6.0,12.0,8.33,22.0,1
34.87,6.0,11.16,108.97,6.05,5.0,4.0,6.0,3.12,11.0,1
109.39,17.0,14.73,812.63,45.15,13.0,7.0,15.0,7.43,28.0,1
53.77,5.0,12.8,225.85,12.55,6.0,5.0,9.0,4.2,15.0,1
0.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1725.75,68.0,53.85,55302.55,3072.36,140.0,32.0,167.0,32.04,309.0,1
371.38,37.0,36.59,3769.56,209.42,29.0,20.0,44.0,10.15,73.0,1
1759.26,106.0,50.35,61473.97,3415.22,123.0,44.0,165.0,34.94,288.0,1
72.0,18.0,21.82,237.6,13.2,11.0,10.0,7.0,3.3,18.0,1
1636.21,100.0,57.92,46222.9,2567.94,113.0,40.0,164.0,28.25,277.0,1
1802.66,99.0,68.92,47150.8,2619.49,124.0,64.0,153.0,26.16,277.0,1
942.93,53.0,31.19,28502.18,1583.45,70.0,22.0,106.0,30.23,176.0,1
30.0,4.0,15.0,60.0,3.33,4.0,4.0,6.0,2.0,10.0,1
30.0,4.0,15.0,60.0,3.33,4.0,4.0,6.0,2.0,10.0,1
30.0,4.0,15.0,60.0,3.33,4.0,4.0,6.0,2.0,10.0,1
30.0,4.0,15.0,60.0,3.33,4.0,4.0,6.0,2.0,10.0,1
30.0,4.0,15.0,60.0,3.33,4.0,4.0,6.0,2.0,10.0,1
0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
82.04,14.0,10.26,656.36,36.46,8.0,5.0,13.0,8.0,21.0,1
120.0,11.0,13.09,1100.0,61.11,11.0,6.0,19.0,9.17,30.0,1
3020.18,174.0,122.46,74486.0,4138.1,202.0,86.0,246.0,24.66,448.0,1
485.51,33.0,45.31,5201.91,288.99,45.0,21.0,53.0,10.71,98.0,1
24.0,4.0,9.6,60.0,3.33,3.0,3.0,5.0,2.5,8.0,1
236.0,13.0,30.26,1840.8,102.27,26.0,10.0,33.0,7.8,59.0,1
2317.91,135.0,124.77,43059.58,2392.2,161.0,78.0,191.0,18.58,352.0,1
760.98,49.0,32.03,18080.85,1004.49,54.0,25.0,83.0,23.76,137.0,1
1268.92,45.0,46.38,34716.98,1928.72,103.0,32.0,123.0,27.36,226.0,1
0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
723.59,40.0,30.96,16913.84,939.66,51.0,24.0,80.0,23.38,131.0,1
1089.07,59.0,52.77,22476.1,1248.67,63.0,29.0,132.0,20.64,195.0,1
576.98,31.0,28.15,11828.05,657.11,41.0,21.0,66.0,20.5,107.0,1
1094.87,45.0,37.8,31713.43,1761.86,84.0,29.0,111.0,28.97,195.0,1
338.58,31.0,22.79,5030.26,279.46,26.0,14.0,43.0,14.86,69.0,1
339.27,28.0,22.21,5181.53,287.86,28.0,11.0,47.0,15.27,75.0,1
639.53,49.0,30.65,13343.0,741.28,54.0,22.0,67.0,20.86,121.0,1
545.94,30.0,26.0,11464.81,636.93,42.0,22.0,58.0,21.0,100.0,1
2658.73,146.0,61.62,114716.17,6373.12,163.0,51.0,260.0,43.15,423.0,1
3042.25,127.0,72.43,127774.61,7098.59,204.0,68.0,258.0,42.0,462.0,1
2083.96,85.0,47.48,91475.26,5081.96,139.0,38.0,211.0,43.89,350.0,1
528.45,28.0,26.42,10568.94,587.16,40.0,21.0,58.0,20.0,98.0,1
0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2081.07,127.0,56.89,76123.38,4229.08,139.0,57.0,184.0,36.58,323.0,1
813.99,45.0,28.62,23153.61,1286.31,64.0,18.0,96.0,28.44,160.0,1
438.86,31.0,40.42,4764.79,264.71,38.0,21.0,49.0,10.86,87.0,1
165.67,11.0,14.17,1936.26,107.57,17.0,8.0,22.0,11.69,39.0,1
0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
465.34,61.0,18.96,11422.07,634.56,36.0,11.0,63.0,24.55,99.0,1
59.21,12.0,14.5,241.76,13.43,7.0,6.0,9.0,4.08,16.0,1
0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
502.11,28.0,40.76,6186.03,343.67,44.0,25.0,51.0,12.32,95.0,1
330.22,55.0,10.32,10567.04,587.06,28.0,7.0,45.0,32.0,73.0,1
339.27,38.0,14.54,7916.23,439.79,30.0,9.0,45.0,23.33,75.0,1
396.48,14.0,9.18,17128.1,951.56,36.0,5.0,61.0,43.2,97.0,1
651.2,142.0,17.53,24187.25,1343.74,52.0,14.0,76.0,37.14,128.0,1
502.11,29.0,40.76,6186.03,343.67,44.0,25.0,51.0,12.32,95.0,1
70.31,15.0,13.39,369.12,20.51,9.0,6.0,10.0,5.25,19.0,1
574.69,54.0,17.29,19097.28,1060.96,48.0,13.0,68.0,33.23,116.0,1
0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
238.42,29.0,34.55,1645.08,91.39,23.0,15.0,29.0,6.9,52.0,1
0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
222.91,24.0,39.63,1253.84,69.66,20.0,16.0,28.0,5.63,48.0,1
235.02,25.0,42.28,1306.45,72.58,21.0,17.0,29.0,5.56,50.0,1
2215.84,88.0,43.92,111794.23,6210.79,163.0,42.0,201.0,50.45,364.0,1
1909.43,116.0,83.4,43717.5,2428.75,118.0,67.0,174.0,22.9,292.0,1
1338.0,71.0,83.25,21503.57,1194.64,105.0,49.0,118.0,16.07,223.0,1
0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
188.87,19.0,21.87,1631.15,90.62,19.0,11.0,24.0,8.64,43.0,1
