Halstead_n,Halstead_v,Halstead_l,Halstead_d,Halstead_i,Halstead_e,Halstead_b,Halstead_t,Halstead_lOCode,Halstead_lOComment,Halstead_lOBlank,SOFTWARE,defects
42.0,155.42,0.16,6.25,24.87,971.37,0.05,53.96,0,1,3,0,0
18.0,68.53,0.2,5.0,13.71,342.66,0.02,19.04,0,0,1,0,0
10.0,33.22,0.33,3.0,11.07,99.66,0.01,5.54,0,0,0,0,0
46.0,191.82,0.14,7.0,27.4,1342.72,0.06,74.6,0,1,2,0,0
42.0,178.41,0.1,9.63,18.54,1717.22,0.06,95.4,0,0,3,0,0
39.0,171.3,0.09,10.56,16.21,1809.36,0.06,100.52,4,15,6,0,0
9.0,27.0,0.33,3.0,9.0,81.0,0.01,4.5,0,0,0,0,0
152.0,886.6,0.05,18.91,46.89,16764.79,0.3,931.38,1,16,12,0,0
34.0,138.97,0.16,6.19,22.46,859.9,0.05,47.77,0,2,6,0,0
62.0,294.8,0.15,6.87,42.88,2026.77,0.1,112.6,0,0,0,0,0
30.0,122.62,0.18,5.63,21.8,689.76,0.04,38.32,0,0,0,0,0
26.0,101.58,0.17,6.0,16.93,609.47,0.03,33.86,0,0,1,0,0
36.0,147.15,0.06,18.0,8.17,2648.68,0.05,147.15,0,0,3,0,0
355.0,2263.14,0.04,27.86,81.22,63061.03,0.75,3503.39,6,15,25,0,0
91.0,466.76,0.06,16.94,27.55,7907.54,0.16,439.31,3,2,5,0,0
21.0,84.0,0.17,5.79,14.52,486.0,0.03,27.0,3,2,5,0,0
106.0,525.14,0.06,18.12,28.99,9514.39,0.18,528.58,7,9,15,0,0
7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,1,3,0,0
45.0,187.65,0.09,10.63,17.66,1993.75,0.06,110.76,4,2,5,0,0
43.0,185.84,0.07,13.5,13.77,2508.88,0.06,139.38,2,2,6,0,0
53.0,232.79,0.06,17.06,13.64,3972.03,0.08,220.67,2,2,5,0,0
134.0,731.56,0.05,18.29,40.01,13377.17,0.24,743.18,3,0,4,0,0
13.0,43.19,0.33,3.0,14.4,129.56,0.01,7.2,3,2,5,0,0
182.0,1005.29,0.04,23.73,42.36,23858.84,0.34,1325.49,3,0,4,0,0
72.0,360.0,0.1,10.11,35.6,3640.0,0.12,202.22,1,9,14,0,0
526.0,3670.05,0.03,33.87,108.35,124313.16,1.22,6906.29,28,17,35,0,0
191.0,1114.08,0.1,10.11,110.24,11259.34,0.37,625.52,1,0,1,0,0
43.0,188.87,0.09,10.67,17.71,2014.61,0.06,111.92,7,2,6,0,0
49.0,196.0,0.36,2.77,70.78,542.77,0.07,30.15,0,0,0,0,0
27.0,102.8,0.13,8.0,12.85,822.39,0.03,45.69,2,1,3,0,0
159.0,888.01,0.05,20.7,42.9,18381.79,0.3,1021.21,8,19,17,0,0
205.0,1138.69,0.03,30.2,37.71,34384.39,0.38,1910.24,10,7,16,0,0
279.0,1627.38,0.03,33.51,48.56,54539.1,0.54,3029.95,14,5,11,0,0
100.0,552.36,0.05,20.16,27.4,11135.5,0.18,618.64,2,0,5,0,0
2075.0,17124.28,0.01,125.77,136.16,2153690.63,5.71,119649.48,80,165,81,0,0
189.0,1061.18,0.07,13.61,78.0,14437.64,0.35,802.09,1,0,2,0,0
28.0,109.39,0.18,5.69,19.23,622.17,0.04,34.57,2,2,20,0,0
399.0,2602.9,0.03,31.06,83.81,80843.05,0.87,4491.28,35,12,115,0,0
589.0,4031.99,0.02,51.47,78.34,207526.23,1.34,11529.23,53,27,156,0,0
74.0,347.83,0.06,16.32,21.3,5681.26,0.12,315.63,15,2,10,0,0
219.0,1282.9,0.04,25.26,50.79,32401.84,0.43,1800.1,19,53,17,0,0
1118.0,8593.51,0.02,42.76,200.98,367446.53,2.86,20413.7,61,32,48,0,0
103.0,505.41,0.11,9.27,54.5,4686.53,0.17,260.36,1,0,1,0,0
55.0,267.19,0.08,13.07,20.45,3491.27,0.09,193.96,1,0,1,0,0
259.0,1571.12,0.05,18.72,83.91,29416.66,0.52,1634.26,6,8,17,0,0
493.0,3343.21,0.02,40.22,83.12,134469.0,1.11,7470.5,30,18,74,0,0
82.0,427.18,0.07,15.16,28.18,6475.08,0.14,359.73,8,4,33,0,0
132.0,773.25,0.05,21.53,35.91,16649.11,0.26,924.95,1,0,1,0,0
142.0,842.16,0.04,23.03,36.57,19394.56,0.28,1077.48,1,0,1,0,0
263.0,1633.09,0.1,10.16,160.8,16586.02,0.54,921.45,1,0,4,0,0
271.0,1655.41,0.05,20.34,81.37,33677.25,0.55,1870.96,5,8,16,0,0
520.0,3559.65,0.02,43.66,81.52,155431.03,1.19,8635.06,30,19,40,0,0
471.0,3235.94,0.03,38.3,84.48,123948.13,1.08,6886.01,25,15,77,0,0
14.0,48.43,0.23,4.38,11.07,211.89,0.02,11.77,0,10,4,0,0
25.0,106.2,0.16,6.19,17.16,657.1,0.04,36.51,0,5,3,0,0
5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,0,0,1,0,0
7.0,16.25,0.67,1.5,10.84,24.38,0.01,1.35,0,0,0,0,0
52.0,249.98,0.07,14.68,17.03,3670.2,0.08,203.9,2,14,8,0,0
14.0,48.43,0.23,4.38,11.07,211.89,0.02,11.77,0,10,4,0,0
26.0,108.42,0.18,5.5,19.71,596.3,0.04,33.13,0,2,3,0,0
66.0,313.82,0.07,13.93,22.53,4371.1,0.1,242.84,4,19,13,0,0
5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,0,0,1,0,0
7.0,16.25,0.67,1.5,10.84,24.38,0.01,1.35,0,0,0,0,0
17.0,64.73,0.22,4.5,14.38,291.26,0.02,16.18,1,7,5,0,0
16.0,59.21,0.25,4.0,14.8,236.83,0.02,13.16,1,7,5,0,0
40.0,183.4,0.09,10.64,17.24,1950.69,0.06,108.37,0,7,7,0,0
21.0,84.0,0.19,5.14,16.32,432.0,0.03,24.0,0,3,5,0,0
21.0,84.0,0.19,5.14,16.32,432.0,0.03,24.0,0,3,5,0,0
120.0,629.75,0.06,16.0,39.36,10076.02,0.21,559.78,1,19,16,0,0
13.0,43.19,0.4,2.5,17.27,107.96,0.01,6.0,2,2,3,0,0
22.0,85.95,0.2,5.0,17.19,429.76,0.03,23.88,1,0,3,0,0
21.0,79.95,0.22,4.5,17.77,359.8,0.03,19.99,1,0,3,0,0
27.0,112.59,0.16,6.29,17.91,707.7,0.04,39.32,2,6,4,0,0
13.0,43.19,0.4,2.5,17.27,107.96,0.01,6.0,2,2,3,0,0
22.0,85.95,0.2,5.0,17.19,429.76,0.03,23.88,1,0,3,0,0
21.0,79.95,0.22,4.5,17.77,359.8,0.03,19.99,1,0,3,0,0
27.0,112.59,0.16,6.29,17.91,707.7,0.04,39.32,2,6,4,0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,8,0,0
5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,2,0,3,0,0
15.0,51.89,0.23,4.38,11.86,227.03,0.02,12.61,0,8,2,0,0
88.0,408.66,0.07,15.32,26.67,6261.24,0.14,347.85,0,4,7,0,0
5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,1,1,2,0,0
15.0,47.55,0.27,3.75,12.68,178.31,0.02,9.91,3,1,1,0,0
27.0,105.49,0.16,6.29,16.78,663.06,0.04,36.84,4,5,2,0,0
39.0,171.3,0.1,10.0,17.13,1713.0,0.06,95.17,2,5,3,0,0
47.0,215.49,0.12,8.03,26.81,1732.23,0.07,96.24,4,0,2,0,0
142.0,835.34,0.04,26.1,32.0,21802.25,0.28,1211.24,4,33,27,0,0
59.0,277.33,0.06,17.6,15.76,4880.94,0.09,271.16,2,2,6,0,0
150.0,863.23,0.04,27.86,30.99,24047.21,0.29,1335.96,7,14,20,0,0
29.0,125.34,0.16,6.11,20.51,765.94,0.04,42.55,0,1,4,0,0
28.0,121.01,0.16,6.11,19.8,739.53,0.04,41.08,0,2,5,0,0
32.0,142.7,0.1,9.63,14.83,1373.5,0.05,76.31,1,2,3,0,0
96.0,492.41,0.1,10.5,46.9,5170.32,0.16,287.24,3,7,7,0,0
96.0,492.41,0.1,10.5,46.9,5170.32,0.16,287.24,1,5,7,0,0
49.0,240.44,0.14,7.26,33.1,1746.71,0.08,97.04,0,0,0,0,0
72.0,377.85,0.09,10.93,34.57,4129.37,0.13,229.41,0,0,0,0,0
72.0,380.55,0.1,10.43,36.48,3969.82,0.13,220.55,0,0,0,0,0
98.0,531.77,0.08,12.75,41.71,6780.12,0.18,376.67,0,0,0,0,0
187.0,1113.43,0.07,14.8,75.22,16481.41,0.37,915.63,1,9,2,0,0
64.0,310.91,0.07,14.77,21.05,4591.91,0.1,255.11,0,0,5,0,0
24.0,91.38,0.1,10.0,9.14,913.77,0.03,50.76,0,0,0,0,0
136.0,733.36,0.09,11.21,65.44,8218.63,0.24,456.59,0,0,12,0,0
118.0,640.3,0.05,20.43,31.33,13084.38,0.21,726.91,1,0,8,0,0
138.0,757.88,0.1,10.16,74.62,7697.18,0.25,427.62,0,0,12,0,0
216.0,1310.28,0.05,18.55,70.63,24306.94,0.44,1350.39,8,0,5,0,0
100.0,508.75,0.04,25.33,20.08,12888.24,0.17,716.01,0,9,5,0,0
81.0,366.41,0.05,20.22,18.12,7409.59,0.12,411.64,0,2,3,0,0
135.0,675.0,0.04,24.37,27.7,16447.5,0.23,913.75,0,3,4,0,0
25.0,104.25,0.2,5.0,20.85,521.24,0.03,28.96,0,0,0,0,0
19.0,70.31,0.29,3.43,20.51,241.06,0.02,13.39,0,0,0,0,0
171.0,955.03,0.03,30.04,31.79,28687.59,0.32,1593.75,0,2,7,0,0
20.0,71.7,0.35,2.86,25.09,204.86,0.02,11.38,0,0,2,0,0
455.0,2982.34,0.02,53.98,55.25,160995.7,0.99,8944.21,0,1,10,0,0
214.0,1207.79,0.04,26.67,45.29,32207.61,0.4,1789.31,1,10,7,0,0
80.0,380.39,0.11,9.5,40.04,3613.71,0.13,200.76,3,12,7,0,0
8.0,24.0,0.5,2.0,12.0,48.0,0.01,2.67,0,0,1,0,0
40.0,169.92,0.17,5.85,29.05,994.02,0.06,55.22,0,0,3,0,0
229.0,1335.73,0.04,25.08,53.25,33504.61,0.45,1861.37,1,4,5,0,0
75.0,360.55,0.09,11.7,30.82,4218.45,0.12,234.36,0,3,9,0,0
12.0,39.86,0.29,3.5,11.39,139.52,0.01,7.75,0,0,0,0,0
27.0,105.49,0.08,12.0,8.79,1265.83,0.04,70.32,0,0,1,0,0
14.0,48.43,0.23,4.38,11.07,211.89,0.02,11.77,0,0,0,0,0
29.0,110.41,0.21,4.88,22.65,538.26,0.04,29.9,0,0,0,0,0
41.0,170.97,0.07,14.14,12.09,2417.96,0.06,134.33,0,0,1,0,0
49.0,215.22,0.07,14.67,14.67,3156.61,0.07,175.37,0,0,1,0,0
13.0,39.0,0.33,3.0,13.0,117.0,0.01,6.5,0,0,0,0,0
7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,0,0,0,0,0
51.0,227.43,0.1,10.42,21.83,2369.07,0.08,131.62,0,0,1,0,0
141.0,829.45,0.05,21.52,38.55,17846.19,0.28,991.46,1,19,15,0,1
111.0,641.73,0.08,12.33,52.03,7914.68,0.21,439.7,4,22,27,0,1
211.0,1251.39,0.04,27.11,46.15,33930.43,0.42,1885.02,6,45,30,0,1
74.0,385.5,0.07,14.25,27.05,5493.37,0.13,305.19,0,7,9,0,1
172.0,989.84,0.05,18.46,53.63,18269.63,0.33,1014.98,7,30,31,0,1
822.0,6234.84,0.04,26.64,234.02,166113.93,2.08,9228.55,7,46,62,0,1
269.0,1746.31,0.05,22.12,78.96,38620.28,0.58,2145.57,6,14,36,0,1
695.0,4996.93,0.04,28.52,175.18,142535.33,1.67,7918.63,11,57,93,0,1
1177.0,9135.35,0.01,71.54,127.7,653537.1,3.05,36307.62,14,170,155,0,1
37.0,159.91,0.11,9.0,17.77,1439.2,0.05,79.96,0,1,7,0,1
37.0,159.91,0.11,9.0,17.77,1439.2,0.05,79.96,0,1,7,0,1
605.0,4185.91,0.01,77.46,54.04,324260.81,1.4,18014.49,3,91,55,0,1
104.0,557.19,0.07,15.24,36.57,8490.44,0.19,471.69,0,11,9,0,1
568.0,3740.26,0.02,51.47,72.67,192513.32,1.25,10695.18,20,96,46,0,1
129.0,745.8,0.08,13.19,56.52,9840.36,0.25,546.69,0,12,1,0,1
702.0,5081.36,0.03,29.58,171.78,150305.78,1.69,8350.32,0,62,10,0,1
1500.0,12749.77,0.02,43.41,293.68,553518.63,4.25,30751.03,45,339,42,0,1
537.0,3817.28,0.04,23.26,164.09,88801.93,1.27,4933.44,3,29,16,0,1
607.0,4282.56,0.02,51.6,83.0,220979.91,1.43,12276.66,23,65,12,0,1
201.0,1227.81,0.07,13.73,89.42,16858.82,0.41,936.6,14,78,2,0,1
213.0,1318.43,0.03,29.27,45.05,38588.27,0.44,2143.79,6,7,6,0,1
229.0,1341.48,0.07,13.6,98.6,18250.34,0.45,1013.91,6,4,3,0,1
187.0,1038.71,0.03,33.52,30.99,34816.7,0.35,1934.26,6,6,9,0,1
148.0,835.29,0.05,18.67,44.75,15592.09,0.28,866.23,2,11,40,0,1
38.0,164.23,0.14,7.33,22.4,1204.38,0.05,66.91,2,0,0,0,1
307.0,1993.0,0.05,21.94,90.85,43721.41,0.66,2428.97,6,39,25,0,1
114.0,575.06,0.06,15.43,37.27,8872.37,0.19,492.91,1,19,27,0,1
84.0,440.83,0.08,12.55,35.13,5531.32,0.15,307.3,0,17,9,0,1
349.0,2318.71,0.05,22.14,104.75,51324.87,0.77,2851.38,16,23,32,0,1
118.0,561.08,0.08,12.0,46.76,6732.92,0.19,374.05,1,3,10,0,1
402.0,2603.24,0.02,47.6,54.69,123914.45,0.87,6884.14,4,62,30,0,1
121.0,648.26,0.05,18.57,34.91,12037.08,0.22,668.73,3,24,13,0,1
354.0,2274.9,0.03,36.74,61.92,83581.43,0.76,4643.41,7,28,31,0,1
117.0,574.11,0.04,22.75,25.24,13060.92,0.19,725.61,0,4,17,0,1
516.0,3366.16,0.02,64.92,51.85,218524.86,1.12,12140.27,9,73,51,0,1
30.0,122.62,0.18,5.63,21.8,689.76,0.04,38.32,0,0,0,0,1
85.0,439.44,0.1,9.64,45.57,4237.49,0.15,235.42,2,22,12,0,1
60.0,297.25,0.11,9.47,31.39,2815.15,0.1,156.4,3,34,14,0,1
81.0,439.53,0.09,11.08,39.66,4871.43,0.15,270.63,3,11,10,0,1
64.0,330.88,0.1,10.5,31.51,3474.19,0.11,193.01,2,19,8,0,1
24.0,103.73,0.2,5.0,20.75,518.63,0.03,28.81,0,7,7,0,1
159.0,971.26,0.08,13.06,74.36,12685.78,0.32,704.77,2,31,10,0,1
591.0,4176.06,0.05,21.41,195.05,89412.4,1.39,4967.36,4,18,4,0,1
256.0,1563.78,0.04,28.0,55.85,43785.9,0.52,2432.55,2,13,2,0,1
107.0,587.63,0.05,19.13,30.72,11241.58,0.2,624.53,1,7,4,0,1
475.0,3155.83,0.02,44.71,70.59,141084.24,1.05,7838.01,9,59,35,0,1
32.0,150.41,0.15,6.5,23.14,977.69,0.05,54.32,1,12,4,0,1
104.0,564.33,0.06,16.09,35.08,9078.38,0.19,504.35,2,7,0,0,1
1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,2,2,2,1,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1
198.0,1134.13,0.05,20.31,55.85,23029.1,0.38,1279.39,51,10,8,1,1
600.0,4348.76,0.06,17.06,254.87,74202.67,1.45,4122.37,129,29,28,1,1
126.0,599.12,0.06,17.19,34.86,10297.3,0.2,572.07,28,1,6,1,1
111.0,582.52,0.08,12.25,47.55,7135.87,0.19,396.44,19,0,5,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1
16.0,50.72,0.36,2.8,18.11,142.01,0.02,7.89,5,0,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1
37.0,167.37,0.15,6.87,24.34,1150.68,0.06,63.93,8,0,2,1,1
129.0,695.61,0.06,17.35,40.1,12067.3,0.23,670.41,29,1,16,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,6,1,1
1469.0,9673.31,0.01,97.0,99.72,938311.06,3.22,52128.39,139,92,17,1,1
284.0,1160.84,0.02,40.95,28.35,47536.38,0.39,2640.91,59,0,16,1,1
277.0,1714.58,0.03,32.64,52.53,55961.02,0.57,3108.95,69,0,14,1,1
322.0,2069.26,0.03,33.41,61.94,69127.22,0.69,3840.4,81,13,14,1,1
171.0,927.89,0.04,25.33,36.63,23506.58,0.31,1305.92,34,0,13,1,1
526.0,3296.33,0.02,42.56,77.45,140300.03,1.1,7794.45,164,1,16,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1
145.0,673.36,0.05,20.53,32.8,13824.9,0.22,768.05,29,0,7,1,1
814.0,5811.59,0.02,40.88,142.15,237606.8,1.94,13200.38,223,41,26,1,1
88.0,465.12,0.08,12.04,38.63,5599.99,0.16,311.11,21,0,6,1,1
698.0,4862.12,0.03,33.11,146.86,160969.13,1.62,8942.73,123,11,23,1,1
218.0,1236.59,0.03,34.52,35.83,42683.63,0.41,2371.31,66,19,6,1,1
157.0,927.38,0.08,13.09,70.84,12140.27,0.31,674.46,34,1,9,1,1
31.0,129.27,0.19,5.2,24.86,672.19,0.04,37.34,8,1,3,1,1
116.0,595.0,0.06,16.67,35.7,9916.61,0.2,550.92,26,0,4,1,1
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,6,1,1
31.0,118.03,0.11,9.0,13.11,1062.25,0.04,59.01,13,4,0,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1
192.0,1072.31,0.04,28.21,38.01,30254.54,0.36,1680.81,45,6,19,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1
21.0,82.04,0.17,6.0,13.67,492.27,0.03,27.35,4,0,0,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1
52.0,224.74,0.06,16.71,13.45,3756.37,0.07,208.69,18,0,4,1,1
51.0,233.83,0.17,6.0,38.97,1403.0,0.08,77.94,19,0,2,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1
516.0,3223.93,0.03,34.67,93.0,111762.93,1.07,6209.05,118,7,16,1,1
226.0,1300.6,0.03,33.19,39.19,43166.62,0.43,2398.15,62,7,12,1,1
106.0,539.27,0.07,14.86,36.3,8012.03,0.18,445.11,36,7,8,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1
71.0,355.0,0.15,6.46,54.98,2292.07,0.12,127.34,20,3,0,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1
491.0,3179.59,0.02,45.4,70.04,144343.07,1.06,8019.06,92,9,12,1,1
300.0,1862.84,0.04,24.96,74.63,46500.6,0.62,2583.37,79,21,15,1,1
47.0,215.49,0.11,9.0,23.94,1939.44,0.07,107.75,10,0,2,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1
15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,4,0,2,1,1
15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,4,0,2,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1
445.0,2829.11,0.02,41.45,68.26,117259.19,0.94,6514.4,97,0,9,1,1
15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,4,0,2,1,1
14.0,46.51,0.33,3.0,15.5,139.52,0.02,7.75,4,0,2,1,1
17.0,62.91,0.24,4.08,15.41,256.87,0.02,14.27,6,0,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1
644.0,4230.99,0.03,34.25,123.53,144911.31,1.41,8050.63,115,8,24,1,1
273.0,1656.04,0.06,18.04,91.8,29873.71,0.55,1659.65,62,4,9,1,1
15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,4,0,2,1,1
40.0,183.4,0.13,8.0,22.92,1467.19,0.06,81.51,8,0,2,1,1
135.0,708.47,0.07,14.88,47.63,10538.49,0.24,585.47,28,6,6,1,1
79.0,346.99,0.22,4.59,75.63,1592.09,0.12,88.45,12,0,0,1,1
62.0,267.96,0.05,21.0,12.76,5627.15,0.09,312.62,15,0,2,1,1
250.0,1372.96,0.03,33.25,41.29,45651.03,0.46,2536.17,52,19,12,1,1
50.0,235.02,0.24,4.24,55.47,995.75,0.08,55.32,10,0,1,1,1
80.0,396.34,0.08,11.92,33.26,4723.0,0.13,262.39,28,1,14,1,1
402.0,2583.36,0.02,46.42,55.65,119927.45,0.86,6662.64,111,1,14,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1
107.0,508.77,0.08,12.06,42.19,6135.2,0.17,340.84,16,0,4,1,1
157.0,851.92,0.08,12.2,69.81,10396.13,0.28,577.56,23,3,4,1,1
45.0,171.33,0.07,14.4,11.9,2467.17,0.06,137.06,9,0,2,1,1
22.0,88.0,0.12,8.33,10.56,733.33,0.03,40.74,9,0,1,1,1
11.0,34.87,0.32,3.12,11.16,108.97,0.01,6.05,3,0,1,1,1
28.0,109.39,0.13,7.43,14.73,812.63,0.04,45.15,13,1,1,1,1
15.0,53.77,0.24,4.2,12.8,225.85,0.02,12.55,3,0,0,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1
309.0,1725.75,0.03,32.04,53.85,55302.55,0.58,3072.36,53,1,8,1,1
73.0,371.38,0.1,10.15,36.59,3769.56,0.12,209.42,23,6,6,1,1
288.0,1759.26,0.03,34.94,50.35,61473.97,0.59,3415.22,76,17,10,1,1
18.0,72.0,0.3,3.3,21.82,237.6,0.02,13.2,14,0,2,1,1
277.0,1636.21,0.04,28.25,57.92,46222.9,0.55,2567.94,64,17,17,1,1
277.0,1802.66,0.04,26.16,68.92,47150.8,0.6,2619.49,85,4,10,1,1
176.0,942.93,0.03,30.23,31.19,28502.18,0.31,1583.45,37,2,10,1,1
10.0,30.0,0.5,2.0,15.0,60.0,0.01,3.33,2,0,0,1,1
10.0,30.0,0.5,2.0,15.0,60.0,0.01,3.33,2,0,0,1,1
10.0,30.0,0.5,2.0,15.0,60.0,0.01,3.33,2,0,0,1,1
10.0,30.0,0.5,2.0,15.0,60.0,0.01,3.33,2,0,0,1,1
10.0,30.0,0.5,2.0,15.0,60.0,0.01,3.33,2,0,0,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1
21.0,82.04,0.13,8.0,10.26,656.36,0.03,36.46,7,2,3,1,1
30.0,120.0,0.11,9.17,13.09,1100.0,0.04,61.11,8,0,1,1,1
448.0,3020.18,0.04,24.66,122.46,74486.0,1.01,4138.1,107,28,37,1,1
98.0,485.51,0.09,10.71,45.31,5201.91,0.16,288.99,29,0,2,1,1
8.0,24.0,0.4,2.5,9.6,60.0,0.01,3.33,2,0,0,1,1
59.0,236.0,0.13,7.8,30.26,1840.8,0.08,102.27,9,0,2,1,1
352.0,2317.91,0.05,18.58,124.77,43059.58,0.77,2392.2,92,14,24,1,1
137.0,760.98,0.04,23.76,32.03,18080.85,0.25,1004.49,38,0,9,1,1
226.0,1268.92,0.04,27.36,46.38,34716.98,0.42,1928.72,40,1,2,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1
131.0,723.59,0.04,23.38,30.96,16913.84,0.24,939.66,32,0,5,1,1
195.0,1089.07,0.05,20.64,52.77,22476.1,0.36,1248.67,34,13,8,1,1
107.0,576.98,0.05,20.5,28.15,11828.05,0.19,657.11,23,0,6,1,1
195.0,1094.87,0.03,28.97,37.8,31713.43,0.36,1761.86,36,4,5,1,1
69.0,338.58,0.07,14.86,22.79,5030.26,0.11,279.46,21,3,5,1,1
75.0,339.27,0.07,15.27,22.21,5181.53,0.11,287.86,17,8,1,1,1
121.0,639.53,0.05,20.86,30.65,13343.0,0.21,741.28,33,2,4,1,1
100.0,545.94,0.05,21.0,26.0,11464.81,0.18,636.93,21,1,5,1,1
423.0,2658.73,0.02,43.15,61.62,114716.17,0.89,6373.12,93,23,13,1,1
462.0,3042.25,0.02,42.0,72.43,127774.61,1.01,7098.59,105,3,11,1,1
350.0,2083.96,0.02,43.89,47.48,91475.26,0.69,5081.96,68,3,11,1,1
98.0,528.45,0.05,20.0,26.42,10568.94,0.18,587.16,21,0,5,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1
323.0,2081.07,0.03,36.58,56.89,76123.38,0.69,4229.08,88,31,8,1,1
160.0,813.99,0.04,28.44,28.62,23153.61,0.27,1286.31,34,1,8,1,1
87.0,438.86,0.09,10.86,40.42,4764.79,0.15,264.71,24,0,5,1,1
39.0,165.67,0.09,11.69,14.17,1936.26,0.06,107.57,9,0,0,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1
99.0,465.34,0.04,24.55,18.96,11422.07,0.16,634.56,27,24,8,1,1
16.0,59.21,0.24,4.08,14.5,241.76,0.02,13.43,7,0,3,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1
95.0,502.11,0.08,12.32,40.76,6186.03,0.17,343.67,20,0,6,1,1
73.0,330.22,0.03,32.0,10.32,10567.04,0.11,587.06,19,3,31,1,1
75.0,339.27,0.04,23.33,14.54,7916.23,0.11,439.79,12,2,19,1,1
97.0,396.48,0.02,43.2,9.18,17128.1,0.13,951.56,12,0,0,1,1
128.0,651.2,0.03,37.14,17.53,24187.25,0.22,1343.74,38,72,26,1,1
95.0,502.11,0.08,12.32,40.76,6186.03,0.17,343.67,21,0,6,1,1
19.0,70.31,0.19,5.25,13.39,369.12,0.02,20.51,7,4,2,1,1
116.0,574.69,0.03,33.23,17.29,19097.28,0.19,1060.96,33,5,14,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1
52.0,238.42,0.14,6.9,34.55,1645.08,0.08,91.39,13,9,5,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1
48.0,222.91,0.18,5.63,39.63,1253.84,0.07,69.66,14,5,2,1,1
50.0,235.02,0.18,5.56,42.28,1306.45,0.08,72.58,15,5,2,1,1
364.0,2215.84,0.02,50.45,43.92,111794.23,0.74,6210.79,79,0,2,1,1
292.0,1909.43,0.04,22.9,83.4,43717.5,0.64,2428.75,100,5,11,1,1
223.0,1338.0,0.06,16.07,83.25,21503.57,0.45,1194.64,57,1,11,1,1
