Halstead_d,Halstead_e,Halstead_i,Halstead_n,Halstead_t,Halstead_v,McCabe_loc,McCabe_v(g),total_Op,uniq_Opnd,defects
5.0,342.66,13.71,18.0,19.04,68.53,9.0,1.0,14.0,4.0,0
3.0,99.66,11.07,10.0,5.54,33.22,7.0,1.0,6.0,4.0,0
7.0,1342.72,27.4,46.0,74.6,191.82,8.0,1.0,32.0,9.0,0
9.63,1717.22,18.54,42.0,95.4,178.41,15.0,2.0,28.0,8.0,0
10.56,1809.36,16.21,39.0,100.52,171.3,10.0,2.0,26.0,8.0,0
3.0,81.0,9.0,9.0,4.5,27.0,6.0,1.0,7.0,2.0,0
18.91,16764.79,46.89,152.0,931.38,886.6,44.0,6.0,100.0,33.0,0
6.19,859.9,22.46,34.0,47.77,138.97,8.0,1.0,23.0,8.0,0
6.87,2026.77,42.88,62.0,112.6,294.8,15.0,2.0,42.0,16.0,0
5.63,689.76,21.8,30.0,38.32,122.62,7.0,1.0,20.0,8.0,0
6.0,609.47,16.93,26.0,33.86,101.58,6.0,1.0,18.0,6.0,0
18.0,2648.68,8.17,36.0,147.15,147.15,15.0,3.0,21.0,5.0,0
27.86,63061.03,81.22,355.0,3503.39,2263.14,70.0,13.0,218.0,59.0,0
16.94,7907.54,27.55,91.0,439.31,466.76,24.0,4.0,59.0,17.0,0
5.79,486.0,14.52,21.0,27.0,84.0,6.0,1.0,12.0,7.0,0
18.12,9514.39,28.99,106.0,528.58,525.14,12.0,3.0,62.0,17.0,0
2.0,39.3,9.83,7.0,2.18,19.65,5.0,1.0,4.0,3.0,0
10.63,1993.75,17.66,45.0,110.76,187.65,8.0,1.0,28.0,8.0,0
13.5,2508.88,13.77,43.0,139.38,185.84,9.0,2.0,25.0,8.0,0
17.06,3972.03,13.64,53.0,220.67,232.79,9.0,2.0,32.0,8.0,0
18.29,13377.17,40.01,134.0,743.18,731.56,19.0,4.0,70.0,28.0,0
3.0,129.56,14.4,13.0,7.2,43.19,6.0,1.0,7.0,5.0,0
23.73,23858.84,42.36,182.0,1325.49,1005.29,25.0,6.0,93.0,30.0,0
10.11,3640.0,35.6,72.0,202.22,360.0,19.0,3.0,46.0,18.0,0
33.87,124313.16,108.35,526.0,6906.29,3670.05,76.0,16.0,327.0,94.0,0
10.11,11259.34,110.24,191.0,625.52,1114.08,35.0,5.0,96.0,47.0,0
10.67,2014.61,17.71,43.0,111.92,188.87,8.0,3.0,27.0,9.0,0
2.77,542.77,70.78,49.0,30.15,196.0,14.0,1.0,25.0,13.0,0
8.0,822.39,12.85,27.0,45.69,102.8,7.0,1.0,15.0,6.0,0
20.7,18381.79,42.9,159.0,1021.21,888.01,27.0,5.0,114.0,25.0,0
30.2,34384.39,37.71,205.0,1910.24,1138.69,20.0,3.0,116.0,28.0,0
33.51,54539.1,48.56,279.0,3029.95,1627.38,27.0,6.0,155.0,37.0,0
20.16,11135.5,27.4,100.0,618.64,552.36,25.0,5.0,52.0,25.0,0
125.77,2153690.63,136.16,2075.0,119649.48,17124.28,423.0,96.0,1261.0,233.0,0
13.61,14437.64,78.0,189.0,802.09,1061.18,30.0,5.0,95.0,38.0,0
5.69,622.17,19.23,28.0,34.57,109.39,10.0,4.0,15.0,8.0,0
31.06,80843.05,83.81,399.0,4491.28,2602.9,49.0,16.0,223.0,68.0,0
51.47,207526.23,78.34,589.0,11529.23,4031.99,85.0,32.0,322.0,83.0,0
16.32,5681.26,21.3,74.0,315.63,347.83,8.0,7.0,46.0,12.0,0
25.26,32401.84,50.79,219.0,1800.1,1282.9,50.0,15.0,130.0,37.0,0
42.76,367446.53,200.98,1118.0,20413.7,8593.51,165.0,29.0,653.0,174.0,0
9.27,4686.53,54.5,103.0,260.36,505.41,17.0,2.0,52.0,22.0,0
13.07,3491.27,20.45,55.0,193.96,267.19,15.0,4.0,27.0,15.0,0
18.72,29416.66,83.91,259.0,1634.26,1571.12,61.0,11.0,171.0,47.0,0
40.22,134469.0,83.12,493.0,7470.5,3343.21,63.0,12.0,288.0,79.0,0
15.16,6475.08,28.18,82.0,359.73,427.18,16.0,3.0,50.0,19.0,0
21.53,16649.11,35.91,132.0,924.95,773.25,49.0,13.0,79.0,32.0,0
23.03,19394.56,36.57,142.0,1077.48,842.16,52.0,14.0,84.0,34.0,0
10.16,16586.02,160.8,263.0,921.45,1633.09,42.0,7.0,133.0,64.0,0
20.34,33677.25,81.37,271.0,1870.96,1655.41,62.0,13.0,178.0,48.0,0
43.66,155431.03,81.52,520.0,8635.06,3559.65,65.0,13.0,303.0,82.0,0
38.3,123948.13,84.48,471.0,6886.01,3235.94,75.0,17.0,276.0,84.0,0
4.38,211.89,11.07,14.0,11.77,48.43,8.0,2.0,9.0,4.0,0
6.19,657.1,17.16,25.0,36.51,106.2,8.0,2.0,16.0,8.0,0
2.0,23.22,5.8,5.0,1.29,11.61,3.0,1.0,4.0,1.0,0
1.5,24.38,10.84,7.0,1.35,16.25,4.0,1.0,5.0,2.0,0
14.68,3670.2,17.03,52.0,203.9,249.98,15.0,4.0,33.0,11.0,0
4.38,211.89,11.07,14.0,11.77,48.43,8.0,2.0,9.0,4.0,0
5.5,596.3,19.71,26.0,33.13,108.42,9.0,2.0,15.0,9.0,0
13.93,4371.1,22.53,66.0,242.84,313.82,13.0,3.0,36.0,14.0,0
2.0,23.22,5.8,5.0,1.29,11.61,3.0,1.0,4.0,1.0,0
1.5,24.38,10.84,7.0,1.35,16.25,4.0,1.0,5.0,2.0,0
4.5,291.26,14.38,17.0,16.18,64.73,6.0,1.0,12.0,5.0,0
4.0,236.83,14.8,16.0,13.16,59.21,6.0,1.0,11.0,5.0,0
10.64,1950.69,17.24,40.0,108.37,183.4,15.0,2.0,22.0,11.0,0
5.14,432.0,16.32,21.0,24.0,84.0,9.0,1.0,13.0,7.0,0
5.14,432.0,16.32,21.0,24.0,84.0,9.0,1.0,13.0,7.0,0
16.0,10076.02,39.36,120.0,559.78,629.75,20.0,1.0,76.0,22.0,0
2.5,107.96,17.27,13.0,6.0,43.19,7.0,1.0,8.0,5.0,0
5.0,429.76,17.19,22.0,23.88,85.95,3.0,1.0,17.0,5.0,0
4.5,359.8,17.77,21.0,19.99,79.95,3.0,1.0,16.0,5.0,0
6.29,707.7,17.91,27.0,39.32,112.59,6.0,2.0,19.0,7.0,0
2.5,107.96,17.27,13.0,6.0,43.19,7.0,1.0,8.0,5.0,0
5.0,429.76,17.19,22.0,23.88,85.95,3.0,1.0,17.0,5.0,0
4.5,359.8,17.77,21.0,19.99,79.95,3.0,1.0,16.0,5.0,0
6.29,707.7,17.91,27.0,39.32,112.59,6.0,2.0,19.0,7.0,0
0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0
0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0
0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0
2.0,23.22,5.8,5.0,1.29,11.61,4.0,1.0,4.0,1.0,0
4.38,227.03,11.86,15.0,12.61,51.89,9.0,2.0,10.0,4.0,0
15.32,6261.24,26.67,88.0,347.85,408.66,16.0,1.0,49.0,14.0,0
1.5,17.41,7.74,5.0,0.97,11.61,5.0,1.0,3.0,2.0,0
3.75,178.31,12.68,15.0,9.91,47.55,4.0,1.0,9.0,4.0,0
6.29,663.06,16.78,27.0,36.84,105.49,5.0,1.0,16.0,7.0,0
10.0,1713.0,17.13,39.0,95.17,171.3,9.0,2.0,24.0,9.0,0
8.03,1732.23,26.81,47.0,96.24,215.49,18.0,3.0,28.0,13.0,0
26.1,21802.25,32.0,142.0,1211.24,835.34,38.0,10.0,88.0,30.0,0
17.6,4880.94,15.76,59.0,271.16,277.33,14.0,6.0,37.0,10.0,0
27.86,24047.21,30.99,150.0,1335.96,863.23,47.0,13.0,90.0,28.0,0
6.11,765.94,20.51,29.0,42.55,125.34,11.0,2.0,19.0,9.0,0
6.11,739.53,19.8,28.0,41.08,121.01,11.0,2.0,18.0,9.0,0
9.63,1373.5,14.83,32.0,76.31,142.7,11.0,2.0,21.0,8.0,0
10.5,5170.32,46.9,96.0,287.24,492.41,21.0,4.0,68.0,20.0,0
10.5,5170.32,46.9,96.0,287.24,492.41,23.0,4.0,68.0,20.0,0
7.26,1746.71,33.1,49.0,97.04,240.44,13.0,3.0,30.0,17.0,0
10.93,4129.37,34.57,72.0,229.41,377.85,21.0,3.0,45.0,21.0,0
10.43,3969.82,36.48,72.0,220.55,380.55,21.0,3.0,45.0,22.0,0
12.75,6780.12,41.71,98.0,376.67,531.77,22.0,4.0,59.0,26.0,0
14.8,16481.41,75.22,187.0,915.63,1113.43,41.0,8.0,120.0,43.0,0
14.77,4591.91,21.05,64.0,255.11,310.91,22.0,4.0,40.0,13.0,0
10.0,913.77,9.14,24.0,50.76,91.38,9.0,3.0,16.0,4.0,0
11.21,8218.63,65.44,136.0,456.59,733.36,50.0,10.0,86.0,29.0,0
20.43,13084.38,31.33,118.0,726.91,640.3,29.0,10.0,71.0,23.0,0
10.16,7697.18,74.62,138.0,427.62,757.88,50.0,10.0,88.0,32.0,0
18.55,24306.94,70.63,216.0,1350.39,1310.28,29.0,19.0,115.0,49.0,0
25.33,12888.24,20.08,100.0,716.01,508.75,29.0,7.0,60.0,15.0,0
20.22,7409.59,18.12,81.0,411.64,366.41,9.0,1.0,55.0,9.0,0
24.37,16447.5,27.7,135.0,913.75,675.0,16.0,4.0,92.0,15.0,0
5.0,521.24,20.85,25.0,28.96,104.25,9.0,1.0,15.0,9.0,0
3.43,241.06,20.51,19.0,13.39,70.31,6.0,1.0,11.0,7.0,0
30.04,28687.59,31.79,171.0,1593.75,955.03,30.0,7.0,100.0,26.0,0
2.86,204.86,25.09,20.0,11.38,71.7,14.0,2.0,12.0,7.0,0
53.98,160995.7,55.25,455.0,8944.21,2982.34,56.0,22.0,273.0,59.0,0
26.67,32207.61,45.29,214.0,1789.31,1207.79,21.0,3.0,134.0,30.0,0
9.5,3613.71,40.04,80.0,200.76,380.39,14.0,1.0,42.0,18.0,0
2.0,48.0,12.0,8.0,2.67,24.0,7.0,1.0,4.0,4.0,0
5.85,994.02,29.05,40.0,55.22,169.92,16.0,3.0,27.0,10.0,0
25.08,33504.61,53.25,229.0,1861.37,1335.73,22.0,3.0,143.0,36.0,0
11.7,4218.45,30.82,75.0,234.36,360.55,27.0,4.0,48.0,15.0,0
3.5,139.52,11.39,12.0,7.75,39.86,3.0,1.0,9.0,3.0,0
12.0,1265.83,8.79,27.0,70.32,105.49,7.0,2.0,15.0,5.0,0
4.38,211.89,11.07,14.0,11.77,48.43,3.0,1.0,9.0,4.0,0
4.88,538.26,22.65,29.0,29.9,110.41,7.0,1.0,16.0,8.0,0
14.14,2417.96,12.09,41.0,134.33,170.97,9.0,3.0,23.0,7.0,0
14.67,3156.61,14.67,49.0,175.37,215.22,11.0,3.0,27.0,9.0,0
3.0,117.0,13.0,13.0,6.5,39.0,4.0,1.0,7.0,4.0,0
2.5,49.13,7.86,7.0,2.73,19.65,3.0,1.0,5.0,2.0,0
10.42,2369.07,21.83,51.0,131.62,227.43,12.0,3.0,26.0,12.0,0
21.52,17846.19,38.55,141.0,991.46,829.45,31.0,4.0,90.0,32.0,1
12.33,7914.68,52.03,111.0,439.7,641.73,29.0,5.0,74.0,33.0,1
27.11,33930.43,46.15,211.0,1885.02,1251.39,71.0,10.0,138.0,35.0,1
14.25,5493.37,27.05,74.0,305.19,385.5,15.0,2.0,47.0,18.0,1
18.46,18269.63,53.63,172.0,1014.98,989.84,33.0,6.0,104.0,35.0,1
26.64,166113.93,234.02,822.0,9228.55,6234.84,92.0,4.0,449.0,168.0,1
22.12,38620.28,78.96,269.0,2145.57,1746.31,44.0,7.0,154.0,65.0,1
28.52,142535.33,175.18,695.0,7918.63,4996.93,143.0,13.0,405.0,122.0,1
71.54,653537.1,127.7,1177.0,36307.62,9135.35,196.0,37.0,723.0,165.0,1
9.0,1439.2,17.77,37.0,79.96,159.91,12.0,1.0,25.0,8.0,1
9.0,1439.2,17.77,37.0,79.96,159.91,12.0,1.0,25.0,8.0,1
77.46,324260.81,54.04,605.0,18014.49,4185.91,133.0,30.0,385.0,71.0,1
15.24,8490.44,36.57,104.0,471.69,557.19,28.0,3.0,72.0,21.0,1
51.47,192513.32,72.67,568.0,10695.18,3740.26,91.0,20.0,318.0,68.0,1
13.19,9840.36,56.52,129.0,546.69,745.8,41.0,4.0,79.0,36.0,1
29.58,150305.78,171.78,702.0,8350.32,5081.36,149.0,20.0,482.0,119.0,1
43.41,553518.63,293.68,1500.0,30751.03,12749.77,411.0,73.0,932.0,314.0,1
23.26,88801.93,164.09,537.0,4933.44,3817.28,121.0,15.0,316.0,114.0,1
51.6,220979.91,83.0,607.0,12276.66,4282.56,130.0,20.0,349.0,95.0,1
13.73,16858.82,89.42,201.0,936.6,1227.81,79.0,12.0,117.0,52.0,1
29.27,38588.27,45.05,213.0,2143.79,1318.43,57.0,9.0,138.0,41.0,1
13.6,18250.34,98.6,229.0,1013.91,1341.48,49.0,7.0,151.0,43.0,1
33.52,34816.7,30.99,187.0,1934.26,1038.71,58.0,10.0,104.0,26.0,1
18.67,15592.09,44.75,148.0,866.23,835.29,28.0,3.0,92.0,30.0,1
7.33,1204.38,22.4,38.0,66.91,164.23,13.0,3.0,26.0,9.0,1
21.94,43721.41,90.85,307.0,2428.97,1993.0,71.0,8.0,199.0,64.0,1
15.43,8872.37,37.27,114.0,492.91,575.06,22.0,2.0,60.0,21.0,1
12.55,5531.32,35.13,84.0,307.3,440.83,22.0,5.0,53.0,21.0,1
22.14,51324.87,104.75,349.0,2851.38,2318.71,59.0,7.0,223.0,74.0,1
12.0,6732.92,46.76,118.0,374.05,561.08,19.0,1.0,61.0,19.0,1
47.6,123914.45,54.69,402.0,6884.14,2603.24,89.0,24.0,248.0,55.0,1
18.57,12037.08,34.91,121.0,668.73,648.26,32.0,4.0,78.0,22.0,1
36.74,83581.43,61.92,354.0,4643.41,2274.9,74.0,11.0,230.0,54.0,1
22.75,13060.92,25.24,117.0,725.61,574.11,32.0,4.0,65.0,16.0,1
64.92,218524.86,51.85,516.0,12140.27,3366.16,107.0,18.0,323.0,55.0,1
5.63,689.76,21.8,30.0,38.32,122.62,7.0,1.0,20.0,8.0,1
9.64,4237.49,45.57,85.0,235.42,439.44,19.0,3.0,58.0,21.0,1
9.47,2815.15,31.39,60.0,156.4,297.25,18.0,3.0,37.0,17.0,1
11.08,4871.43,39.66,81.0,270.63,439.53,22.0,3.0,53.0,24.0,1
10.5,3474.19,31.51,64.0,193.01,330.88,20.0,3.0,43.0,18.0,1
5.0,518.63,20.75,24.0,28.81,103.73,8.0,1.0,14.0,10.0,1
13.06,12685.78,74.36,159.0,704.77,971.26,44.0,8.0,95.0,49.0,1
21.41,89412.4,195.05,591.0,4967.36,4176.06,91.0,18.0,373.0,112.0,1
28.0,43785.9,55.85,256.0,2432.55,1563.78,47.0,3.0,144.0,46.0,1
19.13,11241.58,30.72,107.0,624.53,587.63,24.0,4.0,67.0,23.0,1
44.71,141084.24,70.59,475.0,7838.01,3155.83,82.0,11.0,285.0,68.0,1
6.5,977.69,23.14,32.0,54.32,150.41,10.0,2.0,19.0,13.0,1
16.09,9078.38,35.08,104.0,504.35,564.33,28.0,6.0,67.0,23.0,1
1.3,1.3,1.3,1.3,1.3,1.3,1.1,1.4,1.2,1.2,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
20.31,23029.1,55.85,198.0,1279.39,1134.13,72.0,7.0,112.0,36.0,1
17.06,74202.67,254.87,600.0,4122.37,4348.76,190.0,3.0,329.0,135.0,1
17.19,10297.3,34.86,126.0,572.07,599.12,37.0,4.0,76.0,16.0,1
12.25,7135.87,47.55,111.0,396.44,582.52,31.0,2.0,69.0,24.0,1
0.0,0.0,0.0,0.0,0.0,0.0,78.0,9.0,0.0,0.0,1
2.8,142.01,18.11,16.0,7.89,50.72,8.0,1.0,9.0,5.0,1
0.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,143.0,22.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,73.0,10.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,83.0,11.0,0.0,0.0,1
6.87,1150.68,24.34,37.0,63.93,167.37,12.0,3.0,22.0,12.0,1
17.35,12067.3,40.1,129.0,670.41,695.61,48.0,4.0,87.0,23.0,1
0.0,0.0,0.0,0.0,0.0,0.0,68.0,8.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,138.0,22.0,0.0,0.0,1
2.0,54.0,13.5,9.0,3.0,27.0,10.0,1.0,5.0,4.0,1
97.0,938311.06,99.72,1469.0,52128.39,9673.31,250.0,49.0,1081.0,64.0,1
40.95,47536.38,28.35,284.0,2640.91,1160.84,77.0,8.0,167.0,10.0,1
32.64,55961.02,52.53,277.0,3108.95,1714.58,85.0,9.0,161.0,47.0,1
33.41,69127.22,61.94,322.0,3840.4,2069.26,110.0,17.0,176.0,59.0,1
25.33,23506.58,36.63,171.0,1305.92,927.89,49.0,6.0,107.0,24.0,1
42.56,140300.03,77.45,526.0,7794.45,3296.33,187.0,35.0,299.0,56.0,1
0.0,0.0,0.0,0.0,0.0,0.0,27.0,6.0,0.0,0.0,1
20.53,13824.9,32.8,145.0,768.05,673.36,38.0,8.0,72.0,16.0,1
40.88,237606.8,142.15,814.0,13200.38,5811.59,294.0,43.0,484.0,113.0,1
12.04,5599.99,38.63,88.0,311.11,465.12,29.0,3.0,45.0,25.0,1
33.11,160969.13,146.86,698.0,8942.73,4862.12,160.0,5.0,388.0,103.0,1
34.52,42683.63,35.83,218.0,2371.31,1236.59,94.0,16.0,127.0,29.0,1
13.09,12140.27,70.84,157.0,674.46,927.38,48.0,3.0,85.0,44.0,1
5.2,672.19,24.86,31.0,37.34,129.27,14.0,2.0,18.0,10.0,1
16.67,9916.61,35.7,116.0,550.92,595.0,32.0,6.0,66.0,21.0,1
2.0,54.0,13.5,9.0,3.0,27.0,11.0,1.0,5.0,4.0,1
9.0,1062.25,13.11,31.0,59.01,118.03,20.0,3.0,21.0,5.0,1
0.0,0.0,0.0,0.0,0.0,0.0,39.0,1.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,63.0,21.0,0.0,0.0,1
28.21,30254.54,38.01,192.0,1680.81,1072.31,78.0,6.0,113.0,28.0,1
0.0,0.0,0.0,0.0,0.0,0.0,209.0,26.0,0.0,0.0,1
6.0,492.27,13.67,21.0,27.35,82.04,6.0,2.0,15.0,5.0,1
0.0,0.0,0.0,0.0,0.0,0.0,44.0,13.0,0.0,0.0,1
16.71,3756.37,13.45,52.0,208.69,224.74,24.0,3.0,34.0,7.0,1
6.0,1403.0,38.97,51.0,77.94,233.83,23.0,2.0,31.0,15.0,1
0.0,0.0,0.0,0.0,0.0,0.0,69.0,6.0,0.0,0.0,1
34.67,111762.93,93.0,516.0,6209.05,3223.93,148.0,19.0,308.0,57.0,1
33.19,43166.62,39.19,226.0,2398.15,1300.6,83.0,20.0,149.0,29.0,1
14.86,8012.03,36.3,106.0,445.11,539.27,53.0,4.0,58.0,21.0,1
0.0,0.0,0.0,0.0,0.0,0.0,97.0,15.0,0.0,0.0,1
6.46,2292.07,54.98,71.0,127.34,355.0,25.0,2.0,38.0,23.0,1
0.0,0.0,0.0,0.0,0.0,0.0,466.0,110.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,110.0,27.0,0.0,0.0,1
45.4,144343.07,70.04,491.0,8019.06,3179.59,113.0,19.0,271.0,63.0,1
24.96,46500.6,74.63,300.0,2583.37,1862.84,119.0,9.0,174.0,53.0,1
9.0,1939.44,23.94,47.0,107.75,215.49,15.0,3.0,29.0,12.0,1
0.0,0.0,0.0,0.0,0.0,0.0,44.0,10.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,124.0,55.0,0.0,0.0,1
2.92,151.35,17.79,15.0,8.41,51.89,8.0,1.0,8.0,6.0,1
2.92,151.35,17.79,15.0,8.41,51.89,8.0,1.0,8.0,6.0,1
0.0,0.0,0.0,0.0,0.0,0.0,162.0,27.0,0.0,0.0,1
41.45,117259.19,68.26,445.0,6514.4,2829.11,113.0,27.0,256.0,57.0,1
2.92,151.35,17.79,15.0,8.41,51.89,8.0,1.0,8.0,6.0,1
3.0,139.52,15.5,14.0,7.75,46.51,8.0,1.0,8.0,5.0,1
4.08,256.87,15.41,17.0,14.27,62.91,9.0,2.0,10.0,6.0,1
0.0,0.0,0.0,0.0,0.0,0.0,179.0,36.0,0.0,0.0,1
34.25,144911.31,123.53,644.0,8050.63,4230.99,171.0,16.0,370.0,76.0,1
18.04,29873.71,91.8,273.0,1659.65,1656.04,77.0,15.0,158.0,51.0,1
2.92,151.35,17.79,15.0,8.41,51.89,8.0,1.0,8.0,6.0,1
8.0,1467.19,22.92,40.0,81.51,183.4,12.0,4.0,24.0,12.0,1
14.88,10538.49,47.63,135.0,585.47,708.47,42.0,9.0,116.0,30.0,1
4.59,1592.09,75.63,79.0,88.45,346.99,14.0,1.0,40.0,17.0,1
21.0,5627.15,12.76,62.0,312.62,267.96,19.0,5.0,34.0,8.0,1
33.25,45651.03,41.29,250.0,2536.17,1372.96,88.0,8.0,174.0,24.0,1
4.24,995.75,55.47,50.0,55.32,235.02,13.0,2.0,27.0,19.0,1
11.92,4723.0,33.26,80.0,262.39,396.34,46.0,4.0,47.0,18.0,1
46.42,119927.45,55.65,402.0,6662.64,2583.36,129.0,30.0,260.0,52.0,1
0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,1
12.06,6135.2,42.19,107.0,340.84,508.77,22.0,1.0,66.0,17.0,1
12.2,10396.13,69.81,157.0,577.56,851.92,32.0,2.0,86.0,32.0,1
14.4,2467.17,11.9,45.0,137.06,171.33,13.0,1.0,29.0,5.0,1
8.33,733.33,10.56,22.0,40.74,88.0,12.0,3.0,12.0,6.0,1
3.12,108.97,11.16,11.0,6.05,34.87,6.0,1.0,6.0,4.0,1
7.43,812.63,14.73,28.0,45.15,109.39,17.0,3.0,15.0,7.0,1
4.2,225.85,12.8,15.0,12.55,53.77,5.0,1.0,9.0,5.0,1
0.0,0.0,0.0,0.0,0.0,0.0,227.0,55.0,0.0,0.0,1
32.04,55302.55,53.85,309.0,3072.36,1725.75,68.0,5.0,167.0,32.0,1
10.15,3769.56,36.59,73.0,209.42,371.38,37.0,4.0,44.0,20.0,1
34.94,61473.97,50.35,288.0,3415.22,1759.26,106.0,12.0,165.0,44.0,1
3.3,237.6,21.82,18.0,13.2,72.0,18.0,1.0,7.0,10.0,1
28.25,46222.9,57.92,277.0,2567.94,1636.21,100.0,11.0,164.0,40.0,1
26.16,47150.8,68.92,277.0,2619.49,1802.66,99.0,14.0,153.0,64.0,1
30.23,28502.18,31.19,176.0,1583.45,942.93,53.0,6.0,106.0,22.0,1
2.0,60.0,15.0,10.0,3.33,30.0,4.0,1.0,6.0,4.0,1
2.0,60.0,15.0,10.0,3.33,30.0,4.0,1.0,6.0,4.0,1
2.0,60.0,15.0,10.0,3.33,30.0,4.0,1.0,6.0,4.0,1
2.0,60.0,15.0,10.0,3.33,30.0,4.0,1.0,6.0,4.0,1
2.0,60.0,15.0,10.0,3.33,30.0,4.0,1.0,6.0,4.0,1
0.0,0.0,0.0,0.0,0.0,0.0,50.0,5.0,0.0,0.0,1
8.0,656.36,10.26,21.0,36.46,82.04,14.0,3.0,13.0,5.0,1
9.17,1100.0,13.09,30.0,61.11,120.0,11.0,2.0,19.0,6.0,1
24.66,74486.0,122.46,448.0,4138.1,3020.18,174.0,15.0,246.0,86.0,1
10.71,5201.91,45.31,98.0,288.99,485.51,33.0,4.0,53.0,21.0,1
2.5,60.0,9.6,8.0,3.33,24.0,4.0,1.0,5.0,3.0,1
7.8,1840.8,30.26,59.0,102.27,236.0,13.0,2.0,33.0,10.0,1
18.58,43059.58,124.77,352.0,2392.2,2317.91,135.0,11.0,191.0,78.0,1
23.76,18080.85,32.03,137.0,1004.49,760.98,49.0,6.0,83.0,25.0,1
27.36,34716.98,46.38,226.0,1928.72,1268.92,45.0,6.0,123.0,32.0,1
0.0,0.0,0.0,0.0,0.0,0.0,65.0,4.0,0.0,0.0,1
23.38,16913.84,30.96,131.0,939.66,723.59,40.0,5.0,80.0,24.0,1
20.64,22476.1,52.77,195.0,1248.67,1089.07,59.0,7.0,132.0,29.0,1
20.5,11828.05,28.15,107.0,657.11,576.98,31.0,4.0,66.0,21.0,1
28.97,31713.43,37.8,195.0,1761.86,1094.87,45.0,9.0,111.0,29.0,1
14.86,5030.26,22.79,69.0,279.46,338.58,31.0,6.0,43.0,14.0,1
15.27,5181.53,22.21,75.0,287.86,339.27,28.0,2.0,47.0,11.0,1
20.86,13343.0,30.65,121.0,741.28,639.53,49.0,3.0,67.0,22.0,1
21.0,11464.81,26.0,100.0,636.93,545.94,30.0,5.0,58.0,22.0,1
43.15,114716.17,61.62,423.0,6373.12,2658.73,146.0,15.0,260.0,51.0,1
42.0,127774.61,72.43,462.0,7098.59,3042.25,127.0,16.0,258.0,68.0,1
43.89,91475.26,47.48,350.0,5081.96,2083.96,85.0,18.0,211.0,38.0,1
20.0,10568.94,26.42,98.0,587.16,528.45,28.0,5.0,58.0,21.0,1
0.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,0.0,0.0,1
36.58,76123.38,56.89,323.0,4229.08,2081.07,127.0,23.0,184.0,57.0,1
28.44,23153.61,28.62,160.0,1286.31,813.99,45.0,12.0,96.0,18.0,1
10.86,4764.79,40.42,87.0,264.71,438.86,31.0,3.0,49.0,21.0,1
11.69,1936.26,14.17,39.0,107.57,165.67,11.0,3.0,22.0,8.0,1
0.0,0.0,0.0,0.0,0.0,0.0,28.0,6.0,0.0,0.0,1
24.55,11422.07,18.96,99.0,634.56,465.34,61.0,8.0,63.0,11.0,1
4.08,241.76,14.5,16.0,13.43,59.21,12.0,2.0,9.0,6.0,1
0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.0,0.0,0.0,1
12.32,6186.03,40.76,95.0,343.67,502.11,28.0,3.0,51.0,25.0,1
32.0,10567.04,10.32,73.0,587.06,330.22,55.0,4.0,45.0,7.0,1
23.33,7916.23,14.54,75.0,439.79,339.27,38.0,6.0,45.0,9.0,1
43.2,17128.1,9.18,97.0,951.56,396.48,14.0,10.0,61.0,5.0,1
37.14,24187.25,17.53,128.0,1343.74,651.2,142.0,11.0,76.0,14.0,1
12.32,6186.03,40.76,95.0,343.67,502.11,29.0,3.0,51.0,25.0,1
5.25,369.12,13.39,19.0,20.51,70.31,15.0,2.0,10.0,6.0,1
33.23,19097.28,17.29,116.0,1060.96,574.69,54.0,5.0,68.0,13.0,1
0.0,0.0,0.0,0.0,0.0,0.0,105.0,6.0,0.0,0.0,1
6.9,1645.08,34.55,52.0,91.39,238.42,29.0,3.0,29.0,15.0,1
0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,1
5.63,1253.84,39.63,48.0,69.66,222.91,24.0,4.0,28.0,16.0,1
5.56,1306.45,42.28,50.0,72.58,235.02,25.0,4.0,29.0,17.0,1
50.45,111794.23,43.92,364.0,6210.79,2215.84,88.0,14.0,201.0,42.0,1
22.9,43717.5,83.4,292.0,2428.75,1909.43,116.0,13.0,174.0,67.0,1
16.07,21503.57,83.25,223.0,1194.64,1338.0,71.0,5.0,118.0,49.0,1
0.0,0.0,0.0,0.0,0.0,0.0,87.0,10.0,0.0,0.0,1
8.64,1631.15,21.87,43.0,90.62,188.87,19.0,2.0,24.0,11.0,1
